"go"	"cluster"	"parent"	"score"	"size"	"term"	"parentTerm"	"termUniqueness"	"termUniquenessWithinCluster"	"termDispensability"
"GO:1901615"	12	"GO:1901615"	9.31875876262441	567	"organic hydroxy compound metabolic process"	"organic hydroxy compound metabolic process"	0.952349780701754	0.228052631578947	0
"GO:0055074"	5	"GO:0006873"	9.27572413039921	331	"calcium ion homeostasis"	"intracellular monoatomic ion homeostasis"	0.979371710526316	0.210277777777778	0.915
"GO:0098656"	2	"GO:0006811"	9.16115090926274	147	"monoatomic anion transmembrane transport"	"monoatomic ion transport"	0.919123903508772	0.365769230769231	0.721
"GO:0055082"	5	"GO:0006873"	9.08618614761628	715	"intracellular chemical homeostasis"	"intracellular monoatomic ion homeostasis"	0.979338815789474	0.188611111111111	0.97
"GO:0015837"	13	"GO:0015837"	9.0268721464003	108	"amine transport"	"amine transport"	0.934875	0.458047619047619	0
"GO:0042221"	11	"GO:0009636"	9	4096	"response to chemical"	"response to toxic substance"	0.922896929824562	0.439448275862069	0.569
"GO:0006821"	2	"GO:0006811"	9	125	"chloride transport"	"monoatomic ion transport"	0.929547149122807	0.382512820512821	0.727
"GO:0006082"	6	"GO:0032787"	8.82390874094432	978	"organic acid metabolic process"	"monocarboxylic acid metabolic process"	0.916771929824561	0.309733333333333	0.927
"GO:0043436"	6	"GO:0032787"	8.53760200210104	972	"oxoacid metabolic process"	"monocarboxylic acid metabolic process"	0.91677850877193	0.309466666666667	0.928
"GO:0044281"	6	"GO:0032787"	8.39794000867204	1864	"small molecule metabolic process"	"monocarboxylic acid metabolic process"	0.928112938596491	0.354133333333333	0.819
"GO:1902476"	2	"GO:0006811"	8.36653154442041	110	"chloride transmembrane transport"	"monoatomic ion transport"	0.918888157894737	0.372128205128205	0.701
"GO:0006721"	14	"GO:0006721"	8.30980391997149	98	"terpenoid metabolic process"	"terpenoid metabolic process"	0.939256578947368	0.385111111111111	0
"GO:0050433"	13	"GO:0015837"	8.0268721464003	56	"regulation of catecholamine secretion"	"amine transport"	0.894978070175439	0.347380952380952	0.949
"GO:0016053"	6	"GO:0032787"	7.95860731484177	337	"organic acid biosynthetic process"	"monocarboxylic acid metabolic process"	0.917736842105263	0.301033333333333	0.805
"GO:0046394"	6	"GO:0032787"	7.95860731484177	334	"carboxylic acid biosynthetic process"	"monocarboxylic acid metabolic process"	0.91769298245614	0.300066666666667	0.808
"GO:0055002"	15	"GO:0055002"	7.85387196432176	73	"striated muscle cell development"	"striated muscle cell development"	0.945457236842105	0.2588125	0
"GO:0098661"	1	"GO:0098660"	7.72124639904717	131	"inorganic anion transmembrane transport"	"inorganic ion transmembrane transport"	0.925198464912281	0.3685	0.78
"GO:0030049"	17	"GO:0030049"	7.69897000433602	14	"muscle filament sliding"	"muscle filament sliding"	0.913810307017544	0.342882352941177	0
"GO:0099537"	16	"GO:0099537"	7.69897000433602	756	"trans-synaptic signaling"	"trans-synaptic signaling"	0.939476973684211	0.239421052631579	0
"GO:0050432"	13	"GO:0015837"	7.65757731917779	61	"catecholamine secretion"	"amine transport"	0.924256578947368	0.409428571428571	0.492
"GO:1903522"	3	"GO:0006936"	7.60205999132796	258	"regulation of blood circulation"	"muscle contraction"	0.893313596491228	0.306734693877551	0.619
"GO:0098916"	16	"GO:0099537"	7.56863623584101	750	"anterograde trans-synaptic signaling"	"trans-synaptic signaling"	0.939503289473684	0.238631578947368	0.989
"GO:0007268"	16	"GO:0099537"	7.56863623584101	750	"chemical synaptic transmission"	"trans-synaptic signaling"	0.939503289473684	0.238631578947368	0.989
"GO:0120254"	18	"GO:0120254"	7.48148606012211	162	"olefinic compound metabolic process"	"olefinic compound metabolic process"	0.968189692982456	1	0
"GO:0099536"	16	"GO:0099537"	7.45593195564972	781	"synaptic signaling"	"trans-synaptic signaling"	0.939389254385965	0.243105263157895	0.986
"GO:0001523"	14	"GO:0006721"	7.431798275933	84	"retinoid metabolic process"	"terpenoid metabolic process"	0.939881578947368	0.391055555555556	0.986
"GO:0033275"	17	"GO:0030049"	7.431798275933	16	"actin-myosin filament sliding"	"muscle filament sliding"	0.969401315789474	0.336764705882353	0.991
"GO:0051952"	13	"GO:0015837"	7.42021640338319	97	"regulation of amine transport"	"amine transport"	0.905896929824561	0.459571428571429	0.993
"GO:0050890"	3	"GO:0006936"	7.42021640338319	317	"cognition"	"muscle contraction"	0.9280625	0.386020408163265	0.608
"GO:0042391"	9	"GO:0065008"	7.21467016498923	440	"regulation of membrane potential"	"regulation of biological quality"	0.945239035087719	0.4564	0.737
"GO:0016101"	14	"GO:0006721"	7.19382002601611	87	"diterpenoid metabolic process"	"terpenoid metabolic process"	0.939793859649123	0.390166666666667	0.988
"GO:0043269"	2	"GO:0006811"	7.18045606445813	572	"regulation of monoatomic ion transport"	"monoatomic ion transport"	0.887506578947369	0.254282051282051	0.852
"GO:0098703"	1	"GO:0098660"	7.14266750356873	54	"calcium ion import across plasma membrane"	"inorganic ion transmembrane transport"	0.913990131578947	0.3684	0.71
"GO:0019725"	5	"GO:0006873"	7.10237290870956	816	"cellular homeostasis"	"intracellular monoatomic ion homeostasis"	0.98014802631579	0.225222222222222	0.954
"GO:0003013"	3	"GO:0006936"	7.07058107428571	601	"circulatory system process"	"muscle contraction"	0.921333333333333	0.326959183673469	0.671
"GO:0099587"	1	"GO:0098660"	7.03151705144607	137	"inorganic ion import across plasma membrane"	"inorganic ion transmembrane transport"	0.923771929824562	0.3244	0.78
"GO:0098659"	1	"GO:0098660"	7.03151705144607	137	"inorganic cation import across plasma membrane"	"inorganic ion transmembrane transport"	0.923523026315789	0.3211	0.779
"GO:0030239"	15	"GO:0055002"	7.01322826573375	71	"myofibril assembly"	"striated muscle cell development"	0.891060307017544	0.2595625	0.998
"GO:0035725"	2	"GO:0006811"	7	180	"sodium ion transmembrane transport"	"monoatomic ion transport"	0.915735745614035	0.349871794871795	0.748
"GO:0042730"	9	"GO:0065008"	6.95860731484177	27	"fibrinolysis"	"regulation of biological quality"	0.846486842105263	0.487057142857143	0.544
"GO:0030195"	9	"GO:0065008"	6.95860731484177	48	"negative regulation of blood coagulation"	"regulation of biological quality"	0.8401875	0.4674	0.573
"GO:1900047"	9	"GO:0065008"	6.95860731484177	49	"negative regulation of hemostasis"	"regulation of biological quality"	0.941737938596491	0.467142857142857	0.574
"GO:0070482"	19	"GO:0070482"	6.95860731484177	343	"response to oxygen levels"	"response to oxygen levels"	0.955862938596491	0.318909090909091	0
"GO:0055001"	15	"GO:0055002"	6.95860731484177	195	"muscle cell development"	"striated muscle cell development"	0.942199561403509	0.2363125	0.929
"GO:0014866"	20	"GO:0014866"	6.92081875395237	10	"skeletal myofibril assembly"	"skeletal myofibril assembly"	0.904299342105263	0.4726	0
"GO:0015698"	1	"GO:0098660"	6.88605664769316	169	"inorganic anion transport"	"inorganic ion transmembrane transport"	0.942358552631579	0.6064	0.418
"GO:0051937"	13	"GO:0015837"	6.88605664769316	76	"catecholamine transport"	"amine transport"	0.934209429824561	0.396714285714286	0.512
"GO:0008015"	3	"GO:0006936"	6.88605664769316	515	"blood circulation"	"muscle contraction"	0.921763157894737	0.328265306122449	0.663
"GO:0008016"	3	"GO:0006936"	6.85387196432176	208	"regulation of heart contraction"	"muscle contraction"	0.893782894736842	0.304775510204082	0.611
"GO:0019226"	3	"GO:0006936"	6.82390874094432	69	"transmission of nerve impulse"	"muscle contraction"	0.918583333333333	0.465877551020408	0.528
"GO:0032780"	21	"GO:0032780"	6.76955107862173	17	"negative regulation of ATP-dependent activity"	"negative regulation of ATP-dependent activity"	0.972876096491228	0.471923076923077	0
"GO:0042573"	14	"GO:0006721"	6.76955107862173	33	"retinoic acid metabolic process"	"terpenoid metabolic process"	0.883864035087719	0.419833333333333	0.89
"GO:0044057"	3	"GO:0006936"	6.72124639904717	560	"regulation of system process"	"muscle contraction"	0.891024122807017	0.326775510204082	0.659
"GO:0051480"	5	"GO:0006873"	6.69897000433602	59	"regulation of cytosolic calcium ion concentration"	"intracellular monoatomic ion homeostasis"	0.981877192982456	0.302388888888889	0.794
"GO:0015711"	22	"GO:0015711"	6.69897000433602	443	"organic anion transport"	"organic anion transport"	0.922788377192982	0.269421052631579	0
"GO:0090257"	3	"GO:0006936"	6.55284196865778	247	"regulation of muscle system process"	"muscle contraction"	0.896053728070175	0.327387755102041	0.9
"GO:0007204"	9	"GO:0065008"	6.52287874528034	173	"positive regulation of cytosolic calcium ion concentration"	"regulation of biological quality"	0.952394736842105	0.519057142857143	0.625
"GO:0016042"	14	"GO:0006721"	6.52287874528034	334	"lipid catabolic process"	"terpenoid metabolic process"	0.938225877192982	0.412055555555556	0.589
"GO:0030193"	9	"GO:0065008"	6.46852108295774	68	"regulation of blood coagulation"	"regulation of biological quality"	0.844099780701754	0.457628571428571	0.592
"GO:1900046"	9	"GO:0065008"	6.46852108295774	70	"regulation of hemostasis"	"regulation of biological quality"	0.949092105263158	0.4572	0.593
"GO:0003009"	23	"GO:0003009"	6.45593195564972	46	"skeletal muscle contraction"	"skeletal muscle contraction"	0.931797149122807	0.343	0
"GO:0006816"	2	"GO:0006811"	6.34678748622466	445	"calcium ion transport"	"monoatomic ion transport"	0.911963815789474	0.266589743589744	0.847
"GO:0015844"	13	"GO:0015837"	6.31875876262441	89	"monoamine transport"	"amine transport"	0.933546052631579	0.413380952380952	0.522
"GO:0018958"	12	"GO:1901615"	6.2518119729938	114	"phenol-containing compound metabolic process"	"organic hydroxy compound metabolic process"	0.945209429824561	0.242526315789474	0.85
"GO:0060078"	9	"GO:0065008"	6.22914798835786	148	"regulation of postsynaptic membrane potential"	"regulation of biological quality"	0.951254385964912	0.516428571428571	0.621
"GO:0006939"	3	"GO:0006936"	6.22184874961636	109	"smooth muscle contraction"	"muscle contraction"	0.932770833333333	0.423428571428571	0.88
"GO:0006720"	14	"GO:0006721"	6.20760831050175	133	"isoprenoid metabolic process"	"terpenoid metabolic process"	0.938259868421053	0.377305555555556	0.977
"GO:0061041"	24	"GO:0061041"	6.19382002601611	133	"regulation of wound healing"	"regulation of wound healing"	0.916280701754386	0.365666666666667	0
"GO:0042401"	25	"GO:0042401"	6.13667713987954	38	"biogenic amine biosynthetic process"	"biogenic amine biosynthetic process"	0.948987938596491	0.252714285714286	0
"GO:1903034"	24	"GO:0061041"	6.1249387366083	173	"regulation of response to wounding"	"regulation of wound healing"	0.915188596491228	0.360333333333333	0.982
"GO:0051764"	26	"GO:0051764"	6.11918640771921	13	"actin crosslink formation"	"actin crosslink formation"	0.950709429824561	0.397666666666667	0
"GO:0071324"	27	"GO:0071324"	6.11350927482752	1	"cellular response to disaccharide stimulus"	"cellular response to disaccharide stimulus"	0.946145833333333	0.463	0
"GO:0071329"	27	"GO:0071324"	6.11350927482752	1	"cellular response to sucrose stimulus"	"cellular response to disaccharide stimulus"	0.94613048245614	0.462176470588235	1
"GO:0006814"	2	"GO:0006811"	6.09691001300806	248	"sodium ion transport"	"monoatomic ion transport"	0.926508771929825	0.348461538461538	0.776
"GO:0060048"	3	"GO:0006936"	6.09691001300806	139	"cardiac muscle contraction"	"muscle contraction"	0.924868421052631	0.317224489795918	0.923
"GO:0042445"	9	"GO:0065008"	6.06048074738138	241	"hormone metabolic process"	"regulation of biological quality"	0.922594298245614	0.465228571428571	0.679
"GO:0009309"	25	"GO:0042401"	6.05060999335509	39	"amine biosynthetic process"	"biogenic amine biosynthetic process"	0.949014254385965	0.257571428571429	0.999
"GO:0032355"	27	"GO:0071324"	6.03151705144607	113	"response to estradiol"	"cellular response to disaccharide stimulus"	0.938685307017544	0.462588235294118	0.393
"GO:0050819"	28	"GO:0050819"	6.0268721464003	52	"negative regulation of coagulation"	"negative regulation of coagulation"	0.917378289473684	0.380333333333333	0
"GO:0097435"	26	"GO:0051764"	6.0268721464003	845	"supramolecular fiber organization"	"actin crosslink formation"	0.945506578947368	0.243380952380952	0.669
"GO:0001508"	9	"GO:0065008"	6.00436480540245	146	"action potential"	"regulation of biological quality"	0.948881578947368	0.488657142857143	0.655
"GO:0019228"	3	"GO:0006936"	6	33	"neuronal action potential"	"muscle contraction"	0.891052631578947	0.495142857142857	0.496
"GO:0006956"	29	"GO:0006956"	6	67	"complement activation"	"complement activation"	0.912949561403509	0.2959375	0
"GO:0042574"	30	"GO:0042574"	5.92081875395237	18	"retinal metabolic process"	"retinal metabolic process"	0.945058114035088	0.546	0
"GO:1990000"	26	"GO:0051764"	5.92081875395237	42	"amyloid fibril formation"	"actin crosslink formation"	0.923781798245614	0.383952380952381	0.541
"GO:0099565"	16	"GO:0099537"	5.92081875395237	115	"chemical synaptic transmission, postsynaptic"	"trans-synaptic signaling"	0.863177631578947	0.343578947368421	0.795
"GO:0044255"	14	"GO:0006721"	5.92081875395237	1004	"cellular lipid metabolic process"	"terpenoid metabolic process"	0.92918201754386	0.320777777777778	0.746
"GO:0051146"	15	"GO:0055002"	5.92081875395237	305	"striated muscle cell differentiation"	"striated muscle cell development"	0.942945175438596	0.2165	0.89
"GO:0045214"	15	"GO:0055002"	5.88605664769316	45	"sarcomere organization"	"striated muscle cell development"	0.896570175438597	0.294875	0.949
"GO:0072330"	6	"GO:0032787"	5.85387196432176	226	"monocarboxylic acid biosynthetic process"	"monocarboxylic acid metabolic process"	0.918823464912281	0.313033333333333	0.875
"GO:0044282"	31	"GO:0044282"	5.85387196432176	375	"small molecule catabolic process"	"small molecule catabolic process"	0.931006578947368	0.23125	0
"GO:0015849"	22	"GO:0015711"	5.76955107862173	352	"organic acid transport"	"organic anion transport"	0.923197368421053	0.217736842105263	0.619
"GO:0046942"	22	"GO:0015711"	5.76955107862173	351	"carboxylic acid transport"	"organic anion transport"	0.922581140350877	0.198473684210526	0.969
"GO:0006942"	3	"GO:0006936"	5.74472749489669	99	"regulation of striated muscle contraction"	"muscle contraction"	0.901725877192982	0.355510204081633	0.885
"GO:0060079"	16	"GO:0099537"	5.74472749489669	107	"excitatory postsynaptic potential"	"trans-synaptic signaling"	0.843481359649123	0.350421052631579	0.785
"GO:0009617"	32	"GO:0009617"	5.74472749489669	739	"response to bacterium"	"response to bacterium"	0.938888157894737	0.2962	0
"GO:0046677"	33	"GO:0046677"	5.72124639904717	37	"response to antibiotic"	"response to antibiotic"	0.951241228070176	0.535	0
"GO:0022617"	34	"GO:0022617"	5.72124639904717	62	"extracellular matrix disassembly"	"extracellular matrix disassembly"	0.962189692982456	0.3306	0
"GO:0010817"	9	"GO:0065008"	5.69897000433602	537	"regulation of hormone levels"	"regulation of biological quality"	0.945330043859649	0.450457142857143	0.738
"GO:0006066"	12	"GO:1901615"	5.69897000433602	373	"alcohol metabolic process"	"organic hydroxy compound metabolic process"	0.92681798245614	0.22221052631579	0.946
"GO:0044283"	6	"GO:0032787"	5.67778070526608	607	"small molecule biosynthetic process"	"monocarboxylic acid metabolic process"	0.927228070175439	0.341466666666667	0.691
"GO:0010035"	35	"GO:0010035"	5.63827216398241	531	"response to inorganic substance"	"response to inorganic substance"	0.934135964912281	0.306375	0
"GO:1901700"	27	"GO:0071324"	5.58502665202918	1809	"response to oxygen-containing compound"	"cellular response to disaccharide stimulus"	0.924607456140351	0.393588235294118	0.476
"GO:0048878"	5	"GO:0006873"	5.56863623584101	1034	"chemical homeostasis"	"intracellular monoatomic ion homeostasis"	0.980027412280702	0.210111111111111	0.92
"GO:0036296"	19	"GO:0070482"	5.52287874528034	27	"response to increased oxygen levels"	"response to oxygen levels"	0.963421052631579	0.395272727272727	0.811
"GO:0043270"	2	"GO:0006811"	5.50863830616573	214	"positive regulation of monoatomic ion transport"	"monoatomic ion transport"	0.887867324561404	0.300128205128205	0.753
"GO:0001505"	9	"GO:0065008"	5.49485002168009	188	"regulation of neurotransmitter levels"	"regulation of biological quality"	0.951106359649123	0.528914285714286	0.659
"GO:0050818"	28	"GO:0050819"	5.46852108295774	73	"regulation of coagulation"	"negative regulation of coagulation"	0.924478070175439	0.372666666666667	0.976
"GO:0006629"	14	"GO:0006721"	5.46852108295774	1406	"lipid metabolic process"	"terpenoid metabolic process"	0.937980263157895	0.350583333333333	0.698
"GO:0072376"	36	"GO:0072376"	5.39794000867204	19	"protein activation cascade"	"protein activation cascade"	0.955285087719298	0.469285714285714	0
"GO:0046903"	37	"GO:0046903"	5.39794000867204	964	"secretion"	"secretion"	0.925541666666667	0.299411764705882	0
"GO:0006941"	3	"GO:0006936"	5.38721614328026	186	"striated muscle contraction"	"muscle contraction"	0.927634868421053	0.380551020408163	0.949
"GO:0061061"	15	"GO:0055002"	5.3767507096021	698	"muscle structure development"	"striated muscle cell development"	0.952808114035088	0.2218125	0.799
"GO:0031032"	17	"GO:0030049"	5.30102999566398	208	"actomyosin structure organization"	"muscle filament sliding"	0.94297149122807	0.302352941176471	0.594
"GO:1903036"	24	"GO:0061041"	5.26760624017703	77	"positive regulation of response to wounding"	"regulation of wound healing"	0.913482456140351	0.395904761904762	0.917
"GO:0031960"	11	"GO:0009636"	5.23657200643706	149	"response to corticosteroid"	"response to toxic substance"	0.937788377192982	0.470413793103448	0.391
"GO:0007611"	3	"GO:0006936"	5.21467016498923	274	"learning or memory"	"muscle contraction"	0.920368421052632	0.391367346938776	0.6
"GO:0001504"	9	"GO:0065008"	5.18045606445813	45	"neurotransmitter uptake"	"regulation of biological quality"	0.909356359649123	0.575942857142857	0.567
"GO:0098869"	11	"GO:0009636"	5.18045606445813	99	"cellular oxidant detoxification"	"response to toxic substance"	0.935212719298246	0.529413793103448	0.924
"GO:0051969"	3	"GO:0006936"	5.13076828026902	16	"regulation of transmission of nerve impulse"	"muscle contraction"	0.900435307017544	0.442102040816327	0.477
"GO:0140352"	37	"GO:0046903"	5.11918640771921	907	"export from cell"	"secretion"	0.921507675438596	0.391647058823529	0.488
"GO:0060047"	3	"GO:0006936"	5.11350927482752	243	"heart contraction"	"muscle contraction"	0.924513157894737	0.343061224489796	0.626
"GO:0010959"	2	"GO:0006811"	5.11350927482752	398	"regulation of metal ion transport"	"monoatomic ion transport"	0.888206140350877	0.234897435897436	0.827
"GO:0006813"	2	"GO:0006811"	5.09691001300806	241	"potassium ion transport"	"monoatomic ion transport"	0.924053728070175	0.313307692307692	0.796
"GO:0009611"	24	"GO:0061041"	5.09151498112135	557	"response to wounding"	"regulation of wound healing"	0.938725877192983	0.408095238095238	0.871
"GO:0060279"	38	"GO:0060279"	5.08618614761628	2	"positive regulation of ovulation"	"positive regulation of ovulation"	0.931059210526316	0.389375	0
"GO:2000241"	38	"GO:0060279"	5.05551732784983	207	"regulation of reproductive process"	"positive regulation of ovulation"	0.96528947368421	0.41425	0.719
"GO:0006631"	6	"GO:0032787"	5.05551732784983	401	"fatty acid metabolic process"	"monocarboxylic acid metabolic process"	0.906081140350877	0.346533333333333	0.947
"GO:0030198"	34	"GO:0022617"	5.04095860767891	321	"extracellular matrix organization"	"extracellular matrix disassembly"	0.960740131578947	0.2548	0.861
"GO:0050893"	3	"GO:0006936"	5.0268721464003	4	"sensory processing"	"muscle contraction"	0.946917763157895	0.543040816326531	0.431
"GO:0003015"	3	"GO:0006936"	5.0268721464003	255	"heart process"	"muscle contraction"	0.924468201754386	0.344061224489796	0.628
"GO:1990748"	11	"GO:0009636"	5.02227639471115	119	"cellular detoxification"	"response to toxic substance"	0.934230263157895	0.522103448275862	0.939
"GO:0006836"	39	"GO:0006836"	4.95860731484177	207	"neurotransmitter transport"	"neurotransmitter transport"	0.941901315789474	0.5768	0
"GO:0006865"	22	"GO:0015711"	4.95860731484177	150	"amino acid transport"	"organic anion transport"	0.923894736842106	0.191894736842105	0.921
"GO:0007606"	3	"GO:0006936"	4.92081875395237	533	"sensory perception of chemical stimulus"	"muscle contraction"	0.925762061403509	0.376510204081633	0.632
"GO:0071805"	2	"GO:0006811"	4.92081875395237	217	"potassium ion transmembrane transport"	"monoatomic ion transport"	0.911962719298246	0.306641025641026	0.78
"GO:0042060"	24	"GO:0061041"	4.88605664769316	423	"wound healing"	"regulation of wound healing"	0.939609649122807	0.414095238095238	0.895
"GO:0001101"	11	"GO:0009636"	4.85387196432176	141	"response to acid chemical"	"response to toxic substance"	0.945400219298246	0.570241379310345	0.393
"GO:0042423"	12	"GO:1901615"	4.82390874094432	22	"catecholamine biosynthetic process"	"organic hydroxy compound metabolic process"	0.936724780701754	0.269315789473684	0.734
"GO:0009713"	12	"GO:1901615"	4.82390874094432	22	"catechol-containing compound biosynthetic process"	"organic hydroxy compound metabolic process"	0.9463125	0.269315789473684	0.734
"GO:0060278"	38	"GO:0060279"	4.79588001734407	3	"regulation of ovulation"	"positive regulation of ovulation"	0.936388157894737	0.391625	0.982
"GO:0008045"	20	"GO:0014866"	4.76955107862173	25	"motor neuron axon guidance"	"skeletal myofibril assembly"	0.897698464912281	0.453066666666667	0.526
"GO:0006952"	24	"GO:0061041"	4.76955107862173	1850	"defense response"	"regulation of wound healing"	0.932916666666667	0.447238095238095	0.488
"GO:1902656"	2	"GO:0006811"	4.74472749489669	2	"calcium ion import into cytosol"	"monoatomic ion transport"	0.942438596491228	0.517358974358974	0.505
"GO:0055093"	19	"GO:0070482"	4.72124639904717	20	"response to hyperoxia"	"response to oxygen levels"	0.953509868421053	0.405	0.795
"GO:1903825"	22	"GO:0015711"	4.69897000433602	157	"organic acid transmembrane transport"	"organic anion transport"	0.913032894736842	0.240052631578947	0.564
"GO:1905039"	22	"GO:0015711"	4.69897000433602	156	"carboxylic acid transmembrane transport"	"organic anion transport"	0.912396929824561	0.222	0.885
"GO:0033555"	24	"GO:0061041"	4.67778070526608	91	"multicellular organismal response to stress"	"regulation of wound healing"	0.91635197368421	0.583190476190476	0.357
"GO:0014046"	13	"GO:0015837"	4.63827216398241	41	"dopamine secretion"	"amine transport"	0.895069078947368	0.422904761904762	0.475
"GO:0014059"	13	"GO:0015837"	4.63827216398241	37	"regulation of dopamine secretion"	"amine transport"	0.883964912280702	0.363714285714286	0.915
"GO:1902903"	26	"GO:0051764"	4.63827216398241	389	"regulation of supramolecular fiber organization"	"actin crosslink formation"	0.918072368421053	0.232428571428571	0.625
"GO:0098657"	37	"GO:0046903"	4.61978875828839	933	"import into cell"	"secretion"	0.933140350877193	0.550470588235294	0.485
"GO:1905906"	26	"GO:0051764"	4.60205999132796	17	"regulation of amyloid fibril formation"	"actin crosslink formation"	0.903064692982456	0.363666666666667	0.514
"GO:0009628"	19	"GO:0070482"	4.58502665202918	1131	"response to abiotic stimulus"	"response to oxygen levels"	0.951246710526316	0.338727272727273	0.854
"GO:0042692"	15	"GO:0055002"	4.55284196865778	419	"muscle cell differentiation"	"striated muscle cell development"	0.941698464912281	0.2133125	0.859
"GO:0006810"	13	"GO:0015837"	4.53760200210104	4490	"transport"	"amine transport"	0.920133771929824	0.507	0.471
"GO:0009712"	12	"GO:1901615"	4.53760200210104	57	"catechol-containing compound metabolic process"	"organic hydroxy compound metabolic process"	0.947600877192982	0.258842105263158	0.798
"GO:0006584"	12	"GO:1901615"	4.53760200210104	57	"catecholamine metabolic process"	"organic hydroxy compound metabolic process"	0.93796600877193	0.258842105263158	0.798
"GO:0060402"	9	"GO:0065008"	4.52287874528034	28	"calcium ion transport into cytosol"	"regulation of biological quality"	0.887025219298246	0.5598	0.531
