"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:0015318"	"inorganic molecular entity transmembrane..."	1295	63	42.07	"0.00080"
"GO:0005516"	"calmodulin binding"	220	17	7.15	"0.00087"
"GO:0022803"	"passive transmembrane transporter activi..."	635	36	20.63	"0.00088"
"GO:0008236"	"serine-type peptidase activity"	241	18	7.83	"0.00093"
"GO:0005261"	"monoatomic cation channel activity"	456	28	14.81	"0.00100"
"GO:0016491"	"oxidoreductase activity"	1360	65	44.19	"0.00104"
"GO:0008324"	"monoatomic cation transmembrane transpor..."	1015	51	32.98	"0.00129"
"GO:0015267"	"channel activity"	627	35	20.37	"0.00135"
"GO:0016787"	"hydrolase activity"	3823	154	124.21	"0.00144"
"GO:0046872"	"metal ion binding"	1810	81	58.81	"0.00172"
"GO:0043169"	"cation binding"	2000	88	64.98	"0.00177"
"GO:0015075"	"monoatomic ion transmembrane transporter..."	1394	65	45.29	"0.00192"
"GO:0015291"	"secondary active transmembrane transport..."	365	23	11.86	"0.00197"
"GO:0005178"	"integrin binding"	159	13	5.17	"0.00208"
"GO:0042562"	"hormone binding"	198	15	6.43	"0.00209"
"GO:0022843"	"voltage-gated monoatomic cation channel ..."	143	12	4.65	"0.00246"
"GO:0036094"	"small molecule binding"	2083	90	67.67	"0.00267"
"GO:0022857"	"transmembrane transporter activity"	1625	73	52.79	"0.00267"
"GO:0019899"	"enzyme binding"	3595	144	116.8	"0.00273"
"GO:0015085"	"calcium ion transmembrane transporter ac..."	226	16	7.34	"0.00299"
"GO:0005126"	"cytokine receptor binding"	206	15	6.69	"0.00306"
"GO:0046914"	"transition metal ion binding"	1040	50	33.79	"0.00353"
"GO:0008509"	"monoatomic anion transmembrane transport..."	642	34	20.86	"0.00365"
"GO:0044325"	"transmembrane transporter binding"	173	13	5.62	"0.00432"
"GO:0005539"	"glycosaminoglycan binding"	135	11	4.39	"0.00458"
"GO:0022853"	"active monoatomic ion transmembrane tran..."	396	23	12.87	"0.00538"
"GO:0016757"	"glycosyltransferase activity"	445	25	14.46	"0.00578"
"GO:0004930"	"G protein-coupled receptor activity"	201	14	6.53	"0.00611"
"GO:0022804"	"active transmembrane transporter activit..."	693	35	22.51	"0.00667"
"GO:0005244"	"voltage-gated monoatomic ion channel act..."	163	12	5.3	"0.00702"
"GO:0022832"	"voltage-gated channel activity"	163	12	5.3	"0.00702"
"GO:0005342"	"organic acid transmembrane transporter a..."	299	18	9.71	"0.00915"
"GO:0046943"	"carboxylic acid transmembrane transporte..."	299	18	9.71	"0.00915"
"GO:0015103"	"inorganic anion transmembrane transporte..."	255	16	8.28	"0.00937"
"GO:0004713"	"protein tyrosine kinase activity"	149	11	4.84	"0.00944"
"GO:0061134"	"peptidase regulator activity"	149	11	4.84	"0.00944"
"GO:0097367"	"carbohydrate derivative binding"	1443	63	46.88	"0.00959"
"GO:0005524"	"ATP binding"	688	34	22.35	"0.01016"
"GO:0042802"	"identical protein binding"	2996	118	97.34	"0.01219"
"GO:0015171"	"amino acid transmembrane transporter act..."	155	11	5.04	"0.01246"
"GO:0008289"	"lipid binding"	942	43	30.6	"0.01535"
"GO:0005509"	"calcium ion binding"	558	28	18.13	"0.01550"
"GO:0005215"	"transporter activity"	1899	78	61.7	"0.01706"
"GO:0019903"	"protein phosphatase binding"	322	18	10.46	"0.01833"
"GO:0016755"	"aminoacyltransferase activity"	642	31	20.86	"0.01842"
"GO:0019902"	"phosphatase binding"	374	20	12.15	"0.02060"
"GO:0008514"	"organic anion transmembrane transporter ..."	503	25	16.34	"0.02370"
"GO:0030246"	"carbohydrate binding"	238	14	7.73	"0.02388"
"GO:1901681"	"sulfur compound binding"	361	19	11.73	"0.02723"
"GO:0005102"	"signaling receptor binding"	1724	70	56.01	"0.02923"
"GO:0008092"	"cytoskeletal protein binding"	1283	54	41.68	"0.02971"
"GO:0035639"	"purine ribonucleoside triphosphate bindi..."	932	41	30.28	"0.02998"
"GO:0044389"	"ubiquitin-like protein ligase binding"	593	28	19.27	"0.03114"
"GO:0043177"	"organic acid binding"	397	20	12.9	"0.03557"
"GO:0043168"	"anion binding"	2370	92	77	"0.03710"
"GO:0140678"	"molecular function inhibitor activity"	426	21	13.84	"0.03877"
"GO:0004842"	"ubiquitin-protein transferase activity"	580	27	18.84	"0.03931"
"GO:0044877"	"protein-containing complex binding"	2333	90	75.8	"0.04452"
"GO:0032559"	"adenyl ribonucleotide binding"	829	36	26.93	"0.04702"
"GO:0031625"	"ubiquitin protein ligase binding"	567	26	18.42	"0.04938"
