"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:0043123"	"positive regulation of canonical NF-kapp..."	134	14	4.18	"7.7e-05"
"GO:0048878"	"chemical homeostasis"	1624	78	50.63	"7.8e-05"
"GO:0003208"	"cardiac ventricle morphogenesis"	102	12	3.18	"7.9e-05"
"GO:0098662"	"inorganic cation transmembrane transport"	1237	63	38.56	"8.0e-05"
"GO:0044057"	"regulation of system process"	915	50	28.53	"8.5e-05"
"GO:0042742"	"defense response to bacterium"	430	29	13.41	"8.9e-05"
"GO:0060402"	"calcium ion transport into cytosol"	226	19	7.05	"9.1e-05"
"GO:0097553"	"calcium ion transmembrane import into cy..."	226	19	7.05	"9.1e-05"
"GO:0050801"	"monoatomic ion homeostasis"	1050	55	32.73	"0.00011"
"GO:0030001"	"metal ion transport"	1279	64	39.87	"0.00012"
"GO:0086001"	"cardiac muscle cell action potential"	91	11	2.84	"0.00012"
"GO:0055080"	"monoatomic cation homeostasis"	930	50	28.99	"0.00013"
"GO:0008217"	"regulation of blood pressure"	232	19	7.23	"0.00013"
"GO:0032879"	"regulation of localization"	3774	154	117.66	"0.00013"
"GO:0048514"	"blood vessel morphogenesis"	786	44	24.5	"0.00013"
"GO:0051262"	"protein tetramerization"	336	24	10.47	"0.00015"
"GO:0051716"	"cellular response to stimulus"	8439	306	263.09	"0.00016"
"GO:0001525"	"angiogenesis"	626	37	19.52	"0.00016"
"GO:0031670"	"cellular response to nutrient"	110	12	3.43	"0.00016"
"GO:0070252"	"actin-mediated cell contraction"	180	16	5.61	"0.00017"
"GO:0098655"	"monoatomic cation transmembrane transpor..."	1400	68	43.65	"0.00017"
"GO:0002703"	"regulation of leukocyte mediated immunit..."	162	15	5.05	"0.00017"
"GO:0098542"	"defense response to other organism"	1375	67	42.87	"0.00017"
"GO:0043068"	"positive regulation of programmed cell d..."	1119	57	34.89	"0.00018"
"GO:1903524"	"positive regulation of blood circulation"	111	12	3.46	"0.00018"
"GO:0006706"	"steroid catabolic process"	128	13	3.99	"0.00018"
"GO:0001819"	"positive regulation of cytokine producti..."	405	27	12.63	"0.00019"
"GO:0006955"	"immune response"	2103	94	65.56	"0.00019"
"GO:0055082"	"intracellular chemical homeostasis"	1072	55	33.42	"0.00019"
"GO:0006775"	"fat-soluble vitamin metabolic process"	96	11	2.99	"0.00020"
"GO:0032970"	"regulation of actin filament-based proce..."	634	37	19.77	"0.00020"
"GO:0061337"	"cardiac conduction"	147	14	4.58	"0.00021"
"GO:0086003"	"cardiac muscle cell contraction"	97	11	3.02	"0.00022"
"GO:0055085"	"transmembrane transport"	2258	99	70.39	"0.00025"
"GO:0001503"	"ossification"	392	26	12.22	"0.00026"
"GO:0045087"	"innate immune response"	865	46	26.97	"0.00030"
"GO:0030036"	"actin cytoskeleton organization"	1168	58	36.41	"0.00030"
"GO:0042445"	"hormone metabolic process"	531	32	16.55	"0.00031"
"GO:0002700"	"regulation of production of molecular me..."	190	16	5.92	"0.00031"
"GO:0007565"	"female pregnancy"	229	18	7.14	"0.00032"
"GO:0031667"	"response to nutrient levels"	1275	62	39.75	"0.00032"
"GO:0002682"	"regulation of immune system process"	1541	72	48.04	"0.00034"
"GO:0030048"	"actin filament-based movement"	211	17	6.58	"0.00035"
"GO:0040011"	"locomotion"	3389	138	105.65	"0.00036"
"GO:0001568"	"blood vessel development"	923	48	28.77	"0.00037"
"GO:1903522"	"regulation of blood circulation"	379	25	11.82	"0.00037"
"GO:0007314"	"oocyte anterior/posterior axis specifica..."	195	16	6.08	"0.00042"
"GO:0055002"	"striated muscle cell development"	382	25	11.91	"0.00042"
"GO:0023052"	"signaling"	7060	259	220.1	"0.00045"
"GO:0034220"	"monoatomic ion transmembrane transport"	1857	83	57.89	"0.00048"
"GO:0009991"	"response to extracellular stimulus"	1295	62	40.37	"0.00049"
"GO:0008358"	"maternal determination of anterior/poste..."	198	16	6.17	"0.00049"
"GO:0042908"	"xenobiotic transport"	300	21	9.35	"0.00050"
"GO:0051289"	"protein homotetramerization"	238	18	7.42	"0.00050"
"GO:0006954"	"inflammatory response"	594	34	18.52	"0.00052"
"GO:0035150"	"regulation of tube size"	366	24	11.41	"0.00053"
"GO:0007166"	"cell surface receptor signaling pathway"	3421	138	106.65	"0.00054"
"GO:0002253"	"activation of immune response"	549	32	17.12	"0.00055"
"GO:0046903"	"secretion"	2505	106	78.09	"0.00055"
"GO:0007267"	"cell-cell signaling"	2507	106	78.16	"0.00057"
"GO:0038061"	"non-canonical NF-kappaB signal transduct..."	144	13	4.49	"0.00058"
"GO:0007154"	"cell communication"	7181	262	223.87	"0.00058"
"GO:0006942"	"regulation of striated muscle contractio..."	163	14	5.08	"0.00060"
"GO:0002252"	"immune effector process"	1572	72	49.01	"0.00060"
"GO:1901564"	"organonitrogen compound metabolic proces..."	9933	348	309.66	"0.00061"
"GO:0048584"	"positive regulation of response to stimu..."	2968	122	92.53	"0.00061"
"GO:0002757"	"immune response-activating signaling pat..."	506	30	15.77	"0.00062"
"GO:1901699"	"cellular response to nitrogen compound"	1255	60	39.13	"0.00062"
"GO:0090257"	"regulation of muscle system process"	438	27	13.65	"0.00064"
"GO:0003015"	"heart process"	393	25	12.25	"0.00064"
"GO:0051865"	"protein autoubiquitination"	165	14	5.14	"0.00068"
"GO:0014070"	"response to organic cyclic compound"	1878	83	58.55	"0.00068"
"GO:0006805"	"xenobiotic metabolic process"	286	20	8.92	"0.00068"
"GO:0097746"	"blood vessel diameter maintenance"	204	16	6.36	"0.00068"
"GO:0002376"	"immune system process"	3413	137	106.4	"0.00071"
"GO:0002460"	"adaptive immune response based on somati..."	205	16	6.39	"0.00072"
"GO:0070887"	"cellular response to chemical stimulus"	4182	163	130.38	"0.00074"
"GO:0009615"	"response to virus"	375	24	11.69	"0.00075"
"GO:0001944"	"vasculature development"	979	49	30.52	"0.00075"
"GO:0003300"	"cardiac muscle hypertrophy"	148	13	4.61	"0.00075"
"GO:0014897"	"striated muscle hypertrophy"	148	13	4.61	"0.00075"
"GO:0007315"	"pole plasm assembly"	167	14	5.21	"0.00076"
"GO:0001676"	"long-chain fatty acid metabolic process"	247	18	7.7	"0.00078"
"GO:0140352"	"export from cell"	2333	99	72.73	"0.00079"
"GO:0003007"	"heart morphogenesis"	515	30	16.06	"0.00082"
"GO:0006835"	"dicarboxylic acid transport"	188	15	5.86	"0.00084"
"GO:0072359"	"circulatory system development"	1756	78	54.74	"0.00086"
"GO:0008219"	"cell death"	2966	121	92.47	"0.00087"
"GO:0006855"	"xenobiotic transmembrane transport"	292	20	9.1	"0.00088"
"GO:1901615"	"organic hydroxy compound metabolic proce..."	1064	52	33.17	"0.00089"
"GO:0002764"	"immune response-regulating signaling pat..."	518	30	16.15	"0.00090"
"GO:0044706"	"multi-multicellular organism process"	336	22	10.47	"0.00091"
"GO:0035296"	"regulation of tube diameter"	230	17	7.17	"0.00092"
"GO:0050829"	"defense response to Gram-negative bacter..."	210	16	6.55	"0.00093"
"GO:0032940"	"secretion by cell"	2261	96	70.49	"0.00094"
"GO:0019722"	"calcium-mediated signaling"	337	22	10.51	"0.00094"
"GO:0007517"	"muscle organ development"	763	40	23.79	"0.00097"
"GO:0010033"	"response to organic substance"	4596	176	143.28	"0.00098"
"GO:1901698"	"response to nitrogen compound"	2125	91	66.25	"0.00100"
"GO:0006873"	"intracellular monoatomic ion homeostasis"	865	44	26.97	"0.00100"
"GO:0000302"	"response to reactive oxygen species"	523	30	16.3	"0.00105"
"GO:0014896"	"muscle hypertrophy"	154	13	4.8	"0.00109"
"GO:1901568"	"fatty acid derivative metabolic process"	363	23	11.32	"0.00109"
"GO:0046173"	"polyol biosynthetic process"	136	12	4.24	"0.00114"
"GO:1904398"	"positive regulation of neuromuscular jun..."	118	11	3.68	"0.00116"
"GO:0009593"	"detection of chemical stimulus"	137	12	4.27	"0.00121"
"GO:0060341"	"regulation of cellular localization"	2113	90	65.87	"0.00126"
"GO:0003206"	"cardiac chamber morphogenesis"	196	15	6.11	"0.00127"
"GO:0043122"	"regulation of canonical NF-kappaB signal..."	196	15	6.11	"0.00127"
"GO:0042476"	"odontogenesis"	157	13	4.89	"0.00130"
"GO:0035725"	"sodium ion transmembrane transport"	368	23	11.47	"0.00130"
"GO:0032648"	"regulation of interferon-beta production"	120	11	3.74	"0.00133"
"GO:0001508"	"action potential"	259	18	8.07	"0.00133"
"GO:0032103"	"positive regulation of response to exter..."	727	38	22.66	"0.00135"
"GO:0021700"	"developmental maturation"	981	48	30.58	"0.00136"
"GO:0000209"	"protein polyubiquitination"	415	25	12.94	"0.00137"
"GO:0071277"	"cellular response to calcium ion"	121	11	3.77	"0.00142"
"GO:0051260"	"protein homooligomerization"	655	35	20.42	"0.00143"
"GO:0002684"	"positive regulation of immune system pro..."	958	47	29.87	"0.00144"
"GO:0050830"	"defense response to Gram-positive bacter..."	159	13	4.96	"0.00146"
"GO:0035239"	"tube morphogenesis"	1957	84	61.01	"0.00149"
"GO:0060047"	"heart contraction"	373	23	11.63	"0.00156"
"GO:0002576"	"platelet degranulation"	141	12	4.4	"0.00156"
"GO:0072347"	"response to anesthetic"	200	15	6.24	"0.00156"
"GO:0071695"	"anatomical structure maturation"	834	42	26	"0.00157"
"GO:0032608"	"interferon-beta production"	123	11	3.83	"0.00162"
"GO:0051092"	"positive regulation of NF-kappaB transcr..."	142	12	4.43	"0.00165"
"GO:0009636"	"response to toxic substance"	1281	59	39.94	"0.00167"
"GO:0007249"	"canonical NF-kappaB signal transduction"	243	17	7.58	"0.00167"
"GO:1904064"	"positive regulation of cation transmembr..."	243	17	7.58	"0.00167"
"GO:0055074"	"calcium ion homeostasis"	540	30	16.83	"0.00171"
"GO:0006812"	"monoatomic cation transport"	1666	73	51.94	"0.00183"
"GO:0065008"	"regulation of biological quality"	6122	224	190.86	"0.00183"
"GO:1902475"	"L-alpha-amino acid transmembrane transpo..."	125	11	3.9	"0.00185"
"GO:0002449"	"lymphocyte mediated immunity"	204	15	6.36	"0.00189"
"GO:2000241"	"regulation of reproductive process"	667	35	20.79	"0.00194"
"GO:0034764"	"positive regulation of transmembrane tra..."	380	23	11.85	"0.00198"
"GO:0006690"	"icosanoid metabolic process"	247	17	7.7	"0.00199"
"GO:0006874"	"intracellular calcium ion homeostasis"	522	29	16.27	"0.00203"
"GO:0051090"	"regulation of DNA-binding transcription ..."	547	30	17.05	"0.00208"
"GO:0008016"	"regulation of heart contraction"	314	20	9.79	"0.00211"
"GO:0035295"	"tube development"	2608	106	81.31	"0.00218"
"GO:0007588"	"excretion"	228	16	7.11	"0.00219"
"GO:0002822"	"regulation of adaptive immune response b..."	128	11	3.99	"0.00223"
"GO:0002250"	"adaptive immune response"	229	16	7.14	"0.00229"
"GO:0031960"	"response to corticosteroid"	431	25	13.44	"0.00229"
"GO:0007165"	"signal transduction"	6272	228	195.53	"0.00231"
"GO:0031349"	"positive regulation of defense response"	479	27	14.93	"0.00234"
"GO:0032411"	"positive regulation of transporter activ..."	188	14	5.86	"0.00235"
"GO:0034614"	"cellular response to reactive oxygen spe..."	317	20	9.88	"0.00236"
"GO:1901019"	"regulation of calcium ion transmembrane ..."	129	11	4.02	"0.00237"
"GO:0002758"	"innate immune response-activating signal..."	340	21	10.6	"0.00239"
"GO:0060759"	"regulation of response to cytokine stimu..."	209	15	6.52	"0.00239"
"GO:0002218"	"activation of innate immune response"	363	22	11.32	"0.00241"
"GO:0010647"	"positive regulation of cell communicatio..."	2447	100	76.29	"0.00250"
"GO:0060048"	"cardiac muscle contraction"	210	15	6.55	"0.00251"
"GO:0060538"	"skeletal muscle organ development"	388	23	12.1	"0.00257"
"GO:0052547"	"regulation of peptidase activity"	531	29	16.55	"0.00260"
"GO:0030239"	"myofibril assembly"	232	16	7.23	"0.00261"
"GO:0014074"	"response to purine-containing compound"	320	20	9.98	"0.00263"
"GO:0051050"	"positive regulation of transport"	1525	67	47.54	"0.00264"
"GO:0036445"	"neuronal stem cell division"	131	11	4.08	"0.00267"
"GO:0055057"	"neuroblast division"	131	11	4.08	"0.00267"
"GO:1903825"	"organic acid transmembrane transport"	367	22	11.44	"0.00276"
"GO:1905039"	"carboxylic acid transmembrane transport"	367	22	11.44	"0.00276"
"GO:0042592"	"homeostatic process"	2658	107	82.86	"0.00282"
"GO:0009887"	"animal organ morphogenesis"	2544	103	79.31	"0.00287"
"GO:0023056"	"positive regulation of signaling"	2458	100	76.63	"0.00287"
"GO:0050805"	"negative regulation of synaptic transmis..."	172	13	5.36	"0.00292"
"GO:0043279"	"response to alkaloid"	301	19	9.38	"0.00298"
"GO:0034599"	"cellular response to oxidative stress"	561	30	17.49	"0.00302"
"GO:0019751"	"polyol metabolic process"	236	16	7.36	"0.00309"
"GO:0043281"	"regulation of cysteine-type endopeptidas..."	371	22	11.57	"0.00314"
"GO:0051049"	"regulation of transport"	2554	103	79.62	"0.00324"
"GO:0030003"	"intracellular monoatomic cation homeosta..."	816	40	25.44	"0.00324"
"GO:0072089"	"stem cell proliferation"	419	24	13.06	"0.00326"
"GO:0051651"	"maintenance of location in cell"	444	25	13.84	"0.00338"
"GO:0019932"	"second-messenger-mediated signaling"	541	29	16.87	"0.00340"
"GO:0060348"	"bone development"	283	18	8.82	"0.00349"
"GO:0070482"	"response to oxygen levels"	794	39	24.75	"0.00351"
"GO:1902074"	"response to salt"	769	38	23.97	"0.00356"
"GO:0002027"	"regulation of heart rate"	136	11	4.24	"0.00357"
"GO:0043062"	"extracellular structure organization"	543	29	16.93	"0.00358"
"GO:0030198"	"extracellular matrix organization"	446	25	13.9	"0.00358"
"GO:0007028"	"cytoplasm organization"	197	14	6.14	"0.00360"
"GO:0120254"	"olefinic compound metabolic process"	262	17	8.17	"0.00365"
"GO:0007350"	"blastoderm segmentation"	424	24	13.22	"0.00378"
"GO:0009952"	"anterior/posterior pattern specification"	670	34	20.89	"0.00379"
"GO:0070588"	"calcium ion transmembrane transport"	449	25	14	"0.00390"
"GO:0003231"	"cardiac ventricle development"	199	14	6.2	"0.00394"
"GO:0051235"	"maintenance of location"	774	38	24.13	"0.00396"
"GO:0008202"	"steroid metabolic process"	572	30	17.83	"0.00399"
"GO:0098656"	"monoatomic anion transmembrane transport"	724	36	22.57	"0.00407"
"GO:0050714"	"positive regulation of protein secretion"	356	21	11.1	"0.00409"
"GO:0022603"	"regulation of anatomical structure morph..."	1665	71	51.91	"0.00412"
"GO:0002819"	"regulation of adaptive immune response"	139	11	4.33	"0.00422"
"GO:0003333"	"amino acid transmembrane transport"	180	13	5.61	"0.00431"
"GO:0003018"	"vascular process in circulatory system"	245	16	7.64	"0.00444"
"GO:0006814"	"sodium ion transport"	407	23	12.69	"0.00462"
"GO:1901565"	"organonitrogen compound catabolic proces..."	2269	92	70.74	"0.00471"
"GO:0002221"	"pattern recognition receptor signaling p..."	315	19	9.82	"0.00486"
"GO:0046683"	"response to organophosphorus"	248	16	7.73	"0.00499"
"GO:0006811"	"monoatomic ion transport"	2333	94	72.73	"0.00510"
"GO:0043067"	"regulation of programmed cell death"	2334	94	72.76	"0.00517"
"GO:0061061"	"muscle structure development"	1349	59	42.06	"0.00520"
"GO:0007351"	"tripartite regional subdivision"	295	18	9.2	"0.00537"
"GO:0008595"	"anterior/posterior axis specification, e..."	295	18	9.2	"0.00537"
"GO:1904396"	"regulation of neuromuscular junction dev..."	318	19	9.91	"0.00537"
"GO:0071702"	"organic substance transport"	4287	160	133.65	"0.00538"
"GO:1901701"	"cellular response to oxygen-containing c..."	1881	78	58.64	"0.00539"
"GO:0055001"	"muscle cell development"	462	25	14.4	"0.00558"
"GO:1902414"	"protein localization to cell junction"	165	12	5.14	"0.00565"
"GO:0043280"	"positive regulation of cysteine-type end..."	230	15	7.17	"0.00584"
"GO:0007178"	"transmembrane receptor protein serine/th..."	563	29	17.55	"0.00589"
"GO:0043462"	"regulation of ATP-dependent activity"	166	12	5.18	"0.00592"
"GO:2000116"	"regulation of cysteine-type endopeptidas..."	393	22	12.25	"0.00615"
"GO:0060070"	"canonical Wnt signaling pathway"	466	25	14.53	"0.00621"
"GO:0046165"	"alcohol biosynthetic process"	346	20	10.79	"0.00624"
"GO:0007528"	"neuromuscular junction development"	541	28	16.87	"0.00633"
"GO:0040007"	"growth"	2352	94	73.32	"0.00638"
"GO:0051965"	"positive regulation of synapse assembly"	147	11	4.58	"0.00640"
"GO:0002429"	"immune response-activating cell surface ..."	278	17	8.67	"0.00656"
"GO:0052548"	"regulation of endopeptidase activity"	494	26	15.4	"0.00678"
"GO:0007167"	"enzyme-linked receptor protein signaling..."	1533	65	47.79	"0.00678"
"GO:0007309"	"oocyte axis specification"	279	17	8.7	"0.00679"
"GO:0034767"	"positive regulation of monoatomic ion tr..."	279	17	8.7	"0.00679"
"GO:0002833"	"positive regulation of response to bioti..."	445	24	13.87	"0.00681"
"GO:0045229"	"external encapsulating structure organiz..."	571	29	17.8	"0.00711"
"GO:0032101"	"regulation of response to external stimu..."	1315	57	41	"0.00716"
"GO:0006810"	"transport"	7068	249	220.35	"0.00733"
"GO:0015807"	"L-amino acid transport"	150	11	4.68	"0.00742"
"GO:0036293"	"response to decreased oxygen levels"	701	34	21.85	"0.00746"
"GO:0071241"	"cellular response to inorganic substance"	449	24	14	"0.00757"
"GO:0006816"	"calcium ion transport"	549	28	17.12	"0.00766"
"GO:0051384"	"response to glucocorticoid"	401	22	12.5	"0.00772"
"GO:0007155"	"cell adhesion"	1321	57	41.18	"0.00783"
"GO:0009880"	"embryonic pattern specification"	500	26	15.59	"0.00787"
"GO:0045088"	"regulation of innate immune response"	500	26	15.59	"0.00787"
"GO:0032479"	"regulation of type I interferon producti..."	194	13	6.05	"0.00797"
"GO:0032606"	"type I interferon production"	194	13	6.05	"0.00797"
"GO:0002440"	"production of molecular mediator of immu..."	261	16	8.14	"0.00803"
"GO:0010817"	"regulation of hormone levels"	996	45	31.05	"0.00810"
"GO:0032414"	"positive regulation of ion transmembrane..."	173	12	5.39	"0.00814"
"GO:0009888"	"tissue development"	3793	142	118.25	"0.00831"
"GO:0007308"	"oocyte construction"	285	17	8.88	"0.00832"
"GO:0032956"	"regulation of actin cytoskeleton organiz..."	553	28	17.24	"0.00841"
"GO:0012501"	"programmed cell death"	2904	112	90.53	"0.00856"
"GO:0001666"	"response to hypoxia"	682	33	21.26	"0.00860"
"GO:0062197"	"cellular response to chemical stress"	657	32	20.48	"0.00875"
"GO:0023051"	"regulation of signaling"	4676	171	145.78	"0.00875"
"GO:0045089"	"positive regulation of innate immune res..."	406	22	12.66	"0.00885"
"GO:0071407"	"cellular response to organic cyclic comp..."	1110	49	34.6	"0.00890"
"GO:0016055"	"Wnt signaling pathway"	710	34	22.13	"0.00896"
"GO:0051607"	"defense response to virus"	288	17	8.98	"0.00918"
"GO:0140546"	"defense response to symbiont"	288	17	8.98	"0.00918"
"GO:0002443"	"leukocyte mediated immunity"	1032	46	32.17	"0.00942"
"GO:0016477"	"cell migration"	2156	86	67.21	"0.00953"
"GO:0042446"	"hormone biosynthetic process"	266	16	8.29	"0.00953"
"GO:0050708"	"regulation of protein secretion"	636	31	19.83	"0.00968"
"GO:0035282"	"segmentation"	611	30	19.05	"0.00983"
"GO:0051046"	"regulation of secretion"	1117	49	34.82	"0.00995"
"GO:0006066"	"alcohol metabolic process"	690	33	21.51	"0.01011"
"GO:0035194"	"regulatory ncRNA-mediated post-transcrip..."	245	15	7.64	"0.01018"
"GO:0002768"	"immune response-regulating cell surface ..."	292	17	9.1	"0.01043"
"GO:0003205"	"cardiac chamber development"	269	16	8.39	"0.01054"
"GO:2001056"	"positive regulation of cysteine-type end..."	246	15	7.67	"0.01054"
"GO:0098722"	"asymmetric stem cell division"	158	11	4.93	"0.01075"
"GO:0022404"	"molting cycle process"	225	14	7.01	"0.01121"
"GO:0006081"	"cellular aldehyde metabolic process"	159	11	4.96	"0.01123"
"GO:0097435"	"supramolecular fiber organization"	1098	48	34.23	"0.01133"
"GO:0009653"	"anatomical structure morphogenesis"	5075	183	158.21	"0.01135"
"GO:0031347"	"regulation of defense response"	829	38	25.84	"0.01158"
"GO:0002793"	"positive regulation of peptide secretion"	392	21	12.22	"0.01171"
"GO:0051963"	"regulation of synapse assembly"	392	21	12.22	"0.01171"
"GO:0009719"	"response to endogenous stimulus"	2879	110	89.75	"0.01201"
"GO:0015849"	"organic acid transport"	595	29	18.55	"0.01210"
"GO:0046942"	"carboxylic acid transport"	595	29	18.55	"0.01210"
"GO:2000181"	"negative regulation of blood vessel morp..."	162	11	5.05	"0.01279"
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	396	21	12.35	"0.01300"
"GO:0198738"	"cell-cell signaling by wnt"	730	34	22.76	"0.01320"
"GO:0072524"	"pyridine-containing compound metabolic p..."	276	16	8.6	"0.01321"
"GO:0048660"	"regulation of smooth muscle cell prolife..."	207	13	6.45	"0.01324"
"GO:1901570"	"fatty acid derivative biosynthetic proce..."	207	13	6.45	"0.01324"
"GO:0016319"	"mushroom body development"	163	11	5.08	"0.01335"
"GO:0003014"	"renal system process"	186	12	5.8	"0.01394"
"GO:0032092"	"positive regulation of protein binding"	186	12	5.8	"0.01394"
"GO:0018958"	"phenol-containing compound metabolic pro..."	278	16	8.67	"0.01406"
"GO:0016441"	"post-transcriptional gene silencing"	255	15	7.95	"0.01426"
"GO:0009967"	"positive regulation of signal transducti..."	2165	85	67.49	"0.01454"
"GO:0001890"	"placenta development"	233	14	7.26	"0.01484"
"GO:0033559"	"unsaturated fatty acid metabolic process"	233	14	7.26	"0.01484"
"GO:0010466"	"negative regulation of peptidase activit..."	188	12	5.86	"0.01506"
"GO:0006909"	"phagocytosis"	402	21	12.53	"0.01515"
"GO:0048659"	"smooth muscle cell proliferation"	212	13	6.61	"0.01587"
"GO:0018212"	"peptidyl-tyrosine modification"	404	21	12.59	"0.01593"
"GO:0010646"	"regulation of cell communication"	4630	167	144.34	"0.01618"
"GO:1904062"	"regulation of monoatomic cation transmem..."	430	22	13.41	"0.01631"
"GO:0045214"	"sarcomere organization"	168	11	5.24	"0.01640"
"GO:0051146"	"striated muscle cell differentiation"	663	31	20.67	"0.01661"
"GO:0000578"	"embryonic axis specification"	332	18	10.35	"0.01676"
