"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:0016746"	"acyltransferase activity"	971	113	93.53	"0.01859"
"GO:0016410"	"N-acyltransferase activity"	111	18	10.69	"0.01915"
"GO:0000981"	"DNA-binding transcription factor activit..."	868	102	83.61	"0.01925"
"GO:0016301"	"kinase activity"	1059	122	102.01	"0.01975"
"GO:0003700"	"DNA-binding transcription factor activit..."	1040	120	100.18	"0.01980"
"GO:0051219"	"phosphoprotein binding"	136	21	13.1	"0.02026"
"GO:0003713"	"transcription coactivator activity"	433	55	41.71	"0.02028"
"GO:0008375"	"acetylglucosaminyltransferase activity"	88	15	8.48	"0.02034"
"GO:0019899"	"enzyme binding"	3595	379	346.28	"0.02057"
"GO:0000977"	"RNA polymerase II transcription regulato..."	664	80	63.96	"0.02085"
"GO:0044877"	"protein-containing complex binding"	2333	252	224.72	"0.02247"
"GO:0005488"	"binding"	12126	1202	1168.02	"0.02315"
"GO:0016893"	"endonuclease activity, active with eithe..."	74	13	7.13	"0.02350"
"GO:0016740"	"transferase activity"	3318	350	319.6	"0.02547"
"GO:0061980"	"regulatory RNA binding"	60	11	5.78	"0.02668"
"GO:0004722"	"protein serine/threonine phosphatase act..."	99	16	9.54	"0.02691"
"GO:0140030"	"modification-dependent protein binding"	200	28	19.26	"0.02813"
"GO:0004713"	"protein tyrosine kinase activity"	149	22	14.35	"0.02833"
"GO:0016779"	"nucleotidyltransferase activity"	166	24	15.99	"0.02855"
"GO:0019894"	"kinesin binding"	116	18	11.17	"0.02870"
"GO:0017111"	"ribonucleoside triphosphate phosphatase ..."	1279	143	123.2	"0.03028"
"GO:0008270"	"zinc ion binding"	714	84	68.78	"0.03066"
"GO:0140657"	"ATP-dependent activity"	1048	119	100.95	"0.03087"
"GO:0016881"	"acid-amino acid ligase activity"	77	13	7.42	"0.03161"
"GO:0042826"	"histone deacetylase binding"	151	22	14.54	"0.03235"
"GO:0031625"	"ubiquitin protein ligase binding"	567	68	54.62	"0.03393"
"GO:0140993"	"histone modifying activity"	265	35	25.53	"0.03403"
"GO:0016879"	"ligase activity, forming carbon-nitrogen..."	135	20	13	"0.03423"
"GO:0004812"	"aminoacyl-tRNA ligase activity"	102	16	9.83	"0.03446"
"GO:0016875"	"ligase activity, forming carbon-oxygen b..."	102	16	9.83	"0.03446"
"GO:0019887"	"protein kinase regulator activity"	285	37	27.45	"0.03759"
"GO:0001727"	"lipid kinase activity"	87	14	8.38	"0.03803"
"GO:1902936"	"phosphatidylinositol bisphosphate bindin..."	146	21	14.06	"0.04050"
"GO:0004721"	"phosphoprotein phosphatase activity"	264	34	25.43	"0.04914"
"GO:0016407"	"acetyltransferase activity"	132	19	12.71	"0.04918"
"GO:0052742"	"phosphatidylinositol kinase activity"	66	11	6.36	"0.04950"
