"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:0071103"	"DNA conformation change"	456	88	44.7	"3.7e-10"
"GO:0048519"	"negative regulation of biological proces..."	7113	819	697.32	"4.7e-10"
"GO:2000779"	"regulation of double-strand break repair"	116	35	11.37	"7.4e-10"
"GO:0045934"	"negative regulation of nucleobase-contai..."	1897	264	185.97	"7.9e-10"
"GO:0001325"	"formation of extrachromosomal circular D..."	44	20	4.31	"1.1e-09"
"GO:0090656"	"t-circle formation"	44	20	4.31	"1.1e-09"
"GO:0090737"	"telomere maintenance via telomere trimmi..."	44	20	4.31	"1.1e-09"
"GO:0034086"	"maintenance of sister chromatid cohesion"	40	19	3.92	"1.1e-09"
"GO:0034088"	"maintenance of mitotic sister chromatid ..."	40	19	3.92	"1.1e-09"
"GO:0000819"	"sister chromatid segregation"	577	103	56.57	"1.1e-09"
"GO:0010605"	"negative regulation of macromolecule met..."	3765	469	369.1	"1.3e-09"
"GO:0032392"	"DNA geometric change"	177	45	17.35	"1.5e-09"
"GO:0016070"	"RNA metabolic process"	5173	617	507.13	"1.5e-09"
"GO:0051983"	"regulation of chromosome segregation"	307	65	30.1	"1.7e-09"
"GO:0006282"	"regulation of DNA repair"	203	49	19.9	"1.9e-09"
"GO:1905168"	"positive regulation of double-strand bre..."	14	11	1.37	"2.1e-09"
"GO:0033044"	"regulation of chromosome organization"	811	132	79.51	"2.7e-09"
"GO:0010558"	"negative regulation of macromolecule bio..."	2980	382	292.14	"2.9e-09"
"GO:0080090"	"regulation of primary metabolic process"	6963	798	682.61	"2.9e-09"
"GO:0016445"	"somatic diversification of immunoglobuli..."	79	27	7.74	"3.1e-09"
"GO:0035825"	"homologous recombination"	122	35	11.96	"3.3e-09"
"GO:0032508"	"DNA duplex unwinding"	169	43	16.57	"3.3e-09"
"GO:0050794"	"regulation of cellular process"	11684	1257	1145.43	"3.6e-09"
"GO:0009059"	"macromolecule biosynthetic process"	8060	906	790.15	"4.7e-09"
"GO:0045911"	"positive regulation of DNA recombination"	43	19	4.22	"5.0e-09"
"GO:0006325"	"chromatin organization"	1424	205	139.6	"5.6e-09"
"GO:0031327"	"negative regulation of cellular biosynth..."	3061	389	300.08	"5.7e-09"
"GO:0010604"	"positive regulation of macromolecule met..."	4485	541	439.68	"5.8e-09"
"GO:0031326"	"regulation of cellular biosynthetic proc..."	5883	685	576.73	"7.8e-09"
"GO:0007131"	"reciprocal meiotic recombination"	120	34	11.76	"7.8e-09"
"GO:0140527"	"reciprocal homologous recombination"	120	34	11.76	"7.8e-09"
"GO:0000729"	"DNA double-strand break processing"	67	24	6.57	"8.0e-09"
"GO:0010972"	"negative regulation of G2/M transition o..."	98	30	9.61	"8.2e-09"
"GO:0002200"	"somatic diversification of immune recept..."	109	32	10.69	"8.3e-09"
"GO:1901987"	"regulation of cell cycle phase transitio..."	914	143	89.6	"8.3e-09"
"GO:0000018"	"regulation of DNA recombination"	144	38	14.12	"9.2e-09"
"GO:0051252"	"regulation of RNA metabolic process"	3921	480	384.39	"9.3e-09"
"GO:2000780"	"negative regulation of double-strand bre..."	49	20	4.8	"1.0e-08"
"GO:0009890"	"negative regulation of biosynthetic proc..."	3095	391	303.41	"1.0e-08"
"GO:0044773"	"mitotic DNA damage checkpoint signaling"	214	49	20.98	"1.2e-08"
"GO:0045738"	"negative regulation of DNA repair"	54	21	5.29	"1.3e-08"
"GO:0007127"	"meiosis I"	241	53	23.63	"1.4e-08"
"GO:0006261"	"DNA-templated DNA replication"	337	67	33.04	"1.4e-08"
"GO:0007095"	"mitotic G2 DNA damage checkpoint signali..."	64	23	6.27	"1.5e-08"
"GO:0045003"	"double-strand break repair via synthesis..."	50	20	4.9	"1.6e-08"
"GO:0045950"	"negative regulation of mitotic recombina..."	19	12	1.86	"2.0e-08"
"GO:0061820"	"telomeric D-loop disassembly"	19	12	1.86	"2.0e-08"
"GO:0071824"	"protein-DNA complex organization"	1550	217	151.95	"2.0e-08"
"GO:0072711"	"cellular response to hydroxyurea"	26	14	2.55	"2.2e-08"
"GO:0051173"	"positive regulation of nitrogen compound..."	4118	498	403.7	"2.4e-08"
"GO:0010468"	"regulation of gene expression"	5338	625	523.3	"2.6e-08"
"GO:0051172"	"negative regulation of nitrogen compound..."	3141	393	307.92	"3.0e-08"
"GO:0000019"	"regulation of mitotic recombination"	23	13	2.25	"3.3e-08"
"GO:0031325"	"positive regulation of cellular metaboli..."	4746	562	465.27	"4.2e-08"
"GO:0072710"	"response to hydroxyurea"	35	16	3.43	"4.5e-08"
"GO:0090657"	"telomeric loop disassembly"	20	12	1.96	"4.5e-08"
"GO:0006139"	"nucleobase-containing compound metabolic..."	7181	810	703.98	"5.0e-08"
"GO:0009889"	"regulation of biosynthetic process"	5976	688	585.85	"5.2e-08"
"GO:0006312"	"mitotic recombination"	68	23	6.67	"5.7e-08"
"GO:0010586"	"miRNA metabolic process"	112	31	10.98	"6.4e-08"
"GO:0035194"	"regulatory ncRNA-mediated post-transcrip..."	245	52	24.02	"6.4e-08"
"GO:1901991"	"negative regulation of mitotic cell cycl..."	308	61	30.19	"7.0e-08"
"GO:1902750"	"negative regulation of cell cycle G2/M p..."	113	31	11.08	"8.0e-08"
"GO:0010608"	"post-transcriptional regulation of gene ..."	991	148	97.15	"9.4e-08"
"GO:0016441"	"post-transcriptional gene silencing"	255	53	25	"9.9e-08"
"GO:0010629"	"negative regulation of gene expression"	2787	351	273.22	"1.1e-07"
"GO:0071922"	"regulation of cohesin loading"	18	11	1.76	"1.3e-07"
"GO:0051054"	"positive regulation of DNA metabolic pro..."	401	73	39.31	"1.4e-07"
"GO:0140014"	"mitotic nuclear division"	679	109	66.57	"1.4e-07"
"GO:0009893"	"positive regulation of metabolic process"	4844	568	474.88	"1.5e-07"
"GO:0051254"	"positive regulation of RNA metabolic pro..."	2221	288	217.73	"1.5e-07"
"GO:0002204"	"somatic recombination of immunoglobulin ..."	61	21	5.98	"1.5e-07"
"GO:0002208"	"somatic diversification of immunoglobuli..."	61	21	5.98	"1.5e-07"
"GO:0045190"	"isotype switching"	61	21	5.98	"1.5e-07"
"GO:0051321"	"meiotic cell cycle"	745	117	73.04	"1.6e-07"
"GO:0016447"	"somatic recombination of immunoglobulin ..."	67	22	6.57	"2.0e-07"
"GO:0061982"	"meiosis I cell cycle process"	324	62	31.76	"2.0e-07"
"GO:0002377"	"immunoglobulin production"	132	33	12.94	"3.4e-07"
"GO:0006305"	"DNA alkylation"	109	29	10.69	"4.2e-07"
"GO:0006306"	"DNA methylation"	109	29	10.69	"4.2e-07"
"GO:0000070"	"mitotic sister chromatid segregation"	520	87	50.98	"4.4e-07"
"GO:0000278"	"mitotic cell cycle"	2077	269	203.62	"4.6e-07"
"GO:0034091"	"regulation of maintenance of sister chro..."	20	11	1.96	"5.7e-07"
"GO:0034182"	"regulation of maintenance of mitotic sis..."	20	11	1.96	"5.7e-07"
"GO:1905634"	"regulation of protein localization to ch..."	24	12	2.35	"6.7e-07"
"GO:0044770"	"cell cycle phase transition"	1151	163	112.84	"6.7e-07"
"GO:1903046"	"meiotic cell cycle process"	647	102	63.43	"8.5e-07"
"GO:0045739"	"positive regulation of DNA repair"	107	28	10.49	"9.6e-07"
"GO:0006996"	"organelle organization"	6171	697	604.97	"9.7e-07"
"GO:0051782"	"negative regulation of cell division"	62	20	6.08	"9.8e-07"
"GO:0010467"	"gene expression"	7015	782	687.71	"9.9e-07"
"GO:0002381"	"immunoglobulin production involved in im..."	73	22	7.16	"1.1e-06"
"GO:0045002"	"double-strand break repair via single-st..."	21	11	2.06	"1.1e-06"
"GO:0016444"	"somatic cell DNA recombination"	90	25	8.82	"1.1e-06"
"GO:0006725"	"cellular aromatic compound metabolic pro..."	7629	842	747.9	"1.4e-06"
"GO:0031047"	"regulatory ncRNA-mediated gene silencing"	357	64	35	"1.4e-06"
"GO:0044786"	"cell cycle DNA replication"	153	35	15	"1.5e-06"
"GO:0050789"	"regulation of biological process"	12343	1298	1210.03	"1.5e-06"
"GO:0045005"	"DNA-templated DNA replication maintenanc..."	75	22	7.35	"1.8e-06"
"GO:0061014"	"positive regulation of mRNA catabolic pr..."	174	38	17.06	"1.8e-06"
"GO:0032774"	"RNA biosynthetic process"	3744	444	367.04	"2.0e-06"
"GO:2000042"	"negative regulation of double-strand bre..."	22	11	2.16	"2.0e-06"
"GO:0002562"	"somatic diversification of immune recept..."	87	24	8.53	"2.0e-06"
"GO:0002312"	"B cell activation involved in immune res..."	93	25	9.12	"2.1e-06"
"GO:0007088"	"regulation of mitotic nuclear division"	384	67	37.65	"2.1e-06"
"GO:0018193"	"peptidyl-amino acid modification"	1683	221	164.99	"2.2e-06"
"GO:1903047"	"mitotic cell cycle process"	1701	223	166.76	"2.2e-06"
"GO:0046483"	"heterocycle metabolic process"	7571	834	742.21	"2.4e-06"
"GO:0140013"	"meiotic nuclear division"	541	87	53.04	"2.4e-06"
"GO:2001141"	"regulation of RNA biosynthetic process"	3541	421	347.14	"3.1e-06"
"GO:0043412"	"macromolecule modification"	5678	642	556.64	"3.3e-06"
"GO:0046640"	"regulation of alpha-beta T cell prolifer..."	23	11	2.25	"3.5e-06"
"GO:0006351"	"DNA-templated transcription"	3643	431	357.14	"3.9e-06"
"GO:0036211"	"protein modification process"	5382	611	527.62	"4.0e-06"
"GO:0097329"	"response to antimetabolite"	57	18	5.59	"4.7e-06"
"GO:0045875"	"negative regulation of sister chromatid ..."	28	12	2.74	"5.2e-06"
"GO:0071168"	"protein localization to chromatin"	63	19	6.18	"5.6e-06"
"GO:0051783"	"regulation of nuclear division"	465	76	45.59	"5.7e-06"
"GO:0071921"	"cohesin loading"	24	11	2.35	"5.8e-06"
"GO:0010628"	"positive regulation of gene expression"	2847	345	279.1	"6.1e-06"
"GO:0033046"	"negative regulation of sister chromatid ..."	93	24	9.12	"7.3e-06"
"GO:0002520"	"immune system development"	1059	147	103.82	"7.4e-06"
"GO:0010557"	"positive regulation of macromolecule bio..."	3082	369	302.14	"8.3e-06"
"GO:0042102"	"positive regulation of T cell proliferat..."	76	21	7.45	"8.5e-06"
"GO:2001252"	"positive regulation of chromosome organi..."	431	71	42.25	"8.7e-06"
"GO:0080135"	"regulation of cellular response to stres..."	1254	169	122.93	"8.7e-06"
"GO:0033043"	"regulation of organelle organization"	2273	282	222.83	"8.8e-06"
"GO:0050779"	"RNA destabilization"	165	35	16.18	"8.8e-06"
"GO:0033554"	"cellular response to stress"	3398	402	333.12	"9.4e-06"
"GO:0034085"	"establishment of sister chromatid cohesi..."	25	11	2.45	"9.5e-06"
"GO:0046633"	"alpha-beta T cell proliferation"	25	11	2.45	"9.5e-06"
"GO:0051985"	"negative regulation of chromosome segreg..."	101	25	9.9	"1.0e-05"
"GO:0045892"	"negative regulation of DNA-templated tra..."	1417	187	138.91	"1.0e-05"
"GO:0006355"	"regulation of DNA-templated transcriptio..."	3443	406	337.53	"1.1e-05"
"GO:0033047"	"regulation of mitotic sister chromatid s..."	188	38	18.43	"1.2e-05"
"GO:1902680"	"positive regulation of RNA biosynthetic ..."	1998	251	195.87	"1.2e-05"
"GO:2000628"	"regulation of miRNA metabolic process"	72	20	7.06	"1.3e-05"
"GO:0031954"	"positive regulation of protein autophosp..."	40	14	3.92	"1.4e-05"
"GO:0048522"	"positive regulation of cellular process"	7200	789	705.84	"1.5e-05"
"GO:0031329"	"regulation of cellular catabolic process"	1473	192	144.4	"1.7e-05"
"GO:0010470"	"regulation of gastrulation"	110	26	10.78	"1.7e-05"
"GO:0051253"	"negative regulation of RNA metabolic pro..."	1644	211	161.17	"1.7e-05"
"GO:0010718"	"positive regulation of epithelial to mes..."	51	16	5	"1.7e-05"
"GO:0044806"	"G-quadruplex DNA unwinding"	31	12	3.04	"1.8e-05"
"GO:1901990"	"regulation of mitotic cell cycle phase t..."	719	105	70.49	"1.9e-05"
"GO:0061157"	"mRNA destabilization"	164	34	16.08	"2.0e-05"
"GO:0016064"	"immunoglobulin mediated immune response"	86	22	8.43	"2.0e-05"
"GO:0019724"	"B cell mediated immunity"	86	22	8.43	"2.0e-05"
"GO:0033260"	"nuclear DNA replication"	86	22	8.43	"2.0e-05"
"GO:0040018"	"positive regulation of multicellular org..."	221	42	21.67	"2.1e-05"
"GO:0034332"	"adherens junction organization"	265	48	25.98	"2.1e-05"
"GO:0032946"	"positive regulation of mononuclear cell ..."	105	25	10.29	"2.1e-05"
"GO:0050671"	"positive regulation of lymphocyte prolif..."	105	25	10.29	"2.1e-05"
"GO:0070665"	"positive regulation of leukocyte prolife..."	105	25	10.29	"2.1e-05"
"GO:0031297"	"replication fork processing"	63	18	6.18	"2.2e-05"
"GO:0045893"	"positive regulation of DNA-templated tra..."	1887	237	184.99	"2.3e-05"
"GO:0046649"	"lymphocyte activation"	630	94	61.76	"2.3e-05"
"GO:0034654"	"nucleobase-containing compound biosynthe..."	4673	531	458.11	"2.4e-05"
"GO:0001832"	"blastocyst growth"	58	17	5.69	"2.6e-05"
"GO:0014010"	"Schwann cell proliferation"	32	12	3.14	"2.6e-05"
"GO:1903313"	"positive regulation of mRNA metabolic pr..."	245	45	24.02	"2.6e-05"
"GO:0051306"	"mitotic sister chromatid separation"	167	34	16.37	"2.9e-05"
"GO:1902679"	"negative regulation of RNA biosynthetic ..."	1453	188	142.44	"3.2e-05"
"GO:0006304"	"DNA modification"	154	32	15.1	"3.2e-05"
"GO:0034641"	"cellular nitrogen compound metabolic pro..."	8447	909	828.09	"3.3e-05"
"GO:0010639"	"negative regulation of organelle organiz..."	779	111	76.37	"3.3e-05"
"GO:0007444"	"imaginal disc development"	1050	142	102.94	"4.0e-05"
"GO:0048518"	"positive regulation of biological proces..."	7689	833	753.78	"4.0e-05"
"GO:0044237"	"cellular metabolic process"	13822	1423	1355.02	"4.4e-05"
"GO:0000731"	"DNA synthesis involved in DNA repair"	97	23	9.51	"4.8e-05"
"GO:0051304"	"chromosome separation"	229	42	22.45	"5.0e-05"
"GO:2001034"	"positive regulation of double-strand bre..."	29	11	2.84	"5.1e-05"
"GO:0045814"	"negative regulation of gene expression, ..."	252	45	24.7	"5.4e-05"
"GO:0051128"	"regulation of cellular component organiz..."	4242	483	415.86	"5.5e-05"
"GO:0032204"	"regulation of telomere maintenance"	180	35	17.65	"6.1e-05"
"GO:0001824"	"blastocyst development"	159	32	15.59	"6.2e-05"
"GO:0048731"	"system development"	7288	791	714.47	"6.3e-05"
"GO:0016233"	"telomere capping"	86	21	8.43	"6.4e-05"
"GO:0000291"	"nuclear-transcribed mRNA catabolic proce..."	62	17	6.08	"6.7e-05"
"GO:0040014"	"regulation of multicellular organism gro..."	347	57	34.02	"7.0e-05"
"GO:0051784"	"negative regulation of nuclear division"	119	26	11.67	"7.2e-05"
"GO:0009894"	"regulation of catabolic process"	1619	204	158.72	"7.4e-05"
"GO:0065007"	"biological regulation"	13257	1368	1299.64	"7.5e-05"
"GO:0017148"	"negative regulation of translation"	349	57	34.21	"8.2e-05"
"GO:0016032"	"viral process"	610	89	59.8	"8.4e-05"
"GO:0044249"	"cellular biosynthetic process"	9753	1032	956.12	"8.8e-05"
"GO:0036297"	"interstrand cross-link repair"	64	17	6.27	"0.00010"
"GO:0042129"	"regulation of T cell proliferation"	142	29	13.92	"0.00010"
"GO:0045132"	"meiotic chromosome segregation"	259	45	25.39	"0.00011"
"GO:0035195"	"miRNA-mediated post-transcriptional gene..."	150	30	14.71	"0.00012"
"GO:0035264"	"multicellular organism growth"	533	79	52.25	"0.00012"
"GO:2000027"	"regulation of animal organ morphogenesis"	443	68	43.43	"0.00013"
"GO:0010717"	"regulation of epithelial to mesenchymal ..."	103	23	10.1	"0.00013"
"GO:0018130"	"heterocycle biosynthetic process"	4864	543	476.84	"0.00013"
"GO:1901360"	"organic cyclic compound metabolic proces..."	8024	860	786.62	"0.00014"
"GO:0051984"	"positive regulation of chromosome segreg..."	97	22	9.51	"0.00014"
"GO:0031331"	"positive regulation of cellular cataboli..."	807	111	79.11	"0.00014"
"GO:0031328"	"positive regulation of cellular biosynth..."	3241	375	317.73	"0.00014"
"GO:0009896"	"positive regulation of catabolic process"	894	121	87.64	"0.00014"
"GO:0002285"	"lymphocyte activation involved in immune..."	159	31	15.59	"0.00015"
"GO:0097327"	"response to antineoplastic agent"	263	45	25.78	"0.00015"
"GO:0034249"	"negative regulation of amide metabolic p..."	389	61	38.14	"0.00015"
"GO:0035556"	"intracellular signal transduction"	3590	411	351.94	"0.00016"
"GO:0006807"	"nitrogen compound metabolic process"	12637	1306	1238.85	"0.00016"
"GO:0000076"	"DNA replication checkpoint signaling"	38	12	3.73	"0.00018"
"GO:0007275"	"multicellular organism development"	8698	925	852.7	"0.00018"
"GO:0048871"	"multicellular organismal-level homeostas..."	1381	175	135.38	"0.00018"
"GO:0050871"	"positive regulation of B cell activation"	67	17	6.57	"0.00019"
"GO:0062033"	"positive regulation of mitotic sister ch..."	61	16	5.98	"0.00019"
"GO:0019827"	"stem cell population maintenance"	434	66	42.55	"0.00021"
"GO:0051246"	"regulation of protein metabolic process"	3999	452	392.04	"0.00021"
"GO:0002250"	"adaptive immune response"	229	40	22.45	"0.00022"
"GO:0045445"	"myoblast differentiation"	100	22	9.8	"0.00023"
"GO:0061013"	"regulation of mRNA catabolic process"	291	48	28.53	"0.00023"
"GO:0045839"	"negative regulation of mitotic nuclear d..."	87	20	8.53	"0.00023"
"GO:0051302"	"regulation of cell division"	403	62	39.51	"0.00023"
"GO:1900368"	"regulation of post-transcriptional gene ..."	114	24	11.18	"0.00024"
"GO:0044271"	"cellular nitrogen compound biosynthetic ..."	5989	654	587.12	"0.00025"
"GO:0002440"	"production of molecular mediator of immu..."	261	44	25.59	"0.00025"
"GO:1901576"	"organic substance biosynthetic process"	9861	1037	966.71	"0.00026"
"GO:0009891"	"positive regulation of biosynthetic proc..."	3266	375	320.18	"0.00026"
"GO:0032924"	"activin receptor signaling pathway"	45	13	4.41	"0.00027"
"GO:0051570"	"regulation of histone H3-K9 methylation"	45	13	4.41	"0.00027"
"GO:0009058"	"biosynthetic process"	9896	1040	970.14	"0.00028"
"GO:0060147"	"regulation of post-transcriptional gene ..."	115	24	11.27	"0.00028"
"GO:0019438"	"aromatic compound biosynthetic process"	4880	541	478.41	"0.00028"
"GO:0045995"	"regulation of embryonic development"	480	71	47.06	"0.00028"
"GO:1903900"	"regulation of viral life cycle"	247	42	24.21	"0.00028"
"GO:0043966"	"histone H3 acetylation"	122	25	11.96	"0.00028"
"GO:0051567"	"histone H3-K9 methylation"	63	16	6.18	"0.00029"
"GO:0044403"	"biological process involved in symbiotic..."	735	101	72.05	"0.00029"
"GO:0051129"	"negative regulation of cellular componen..."	1348	170	132.15	"0.00029"
"GO:0098727"	"maintenance of cell number"	439	66	43.04	"0.00029"
"GO:0070663"	"regulation of leukocyte proliferation"	187	34	18.33	"0.00030"
"GO:0006334"	"nucleosome assembly"	102	22	10	"0.00030"
"GO:0060149"	"negative regulation of post-transcriptio..."	40	12	3.92	"0.00031"
"GO:1900369"	"negative regulation of post-transcriptio..."	40	12	3.92	"0.00031"
"GO:2000630"	"positive regulation of miRNA metabolic p..."	40	12	3.92	"0.00031"
"GO:0001654"	"eye development"	1287	163	126.17	"0.00032"
"GO:0150063"	"visual system development"	1287	163	126.17	"0.00032"
"GO:0007423"	"sensory organ development"	1653	203	162.05	"0.00032"
"GO:0006468"	"protein phosphorylation"	2437	287	238.91	"0.00033"
"GO:0034968"	"histone lysine methylation"	188	34	18.43	"0.00033"
"GO:0007560"	"imaginal disc morphogenesis"	712	98	69.8	"0.00033"
"GO:0032944"	"regulation of mononuclear cell prolifera..."	181	33	17.74	"0.00034"
"GO:0050670"	"regulation of lymphocyte proliferation"	181	33	17.74	"0.00034"
"GO:0070661"	"leukocyte proliferation"	234	40	22.94	"0.00035"
"GO:0048880"	"sensory system development"	1308	165	128.23	"0.00035"
"GO:0007432"	"salivary gland boundary specification"	35	11	3.43	"0.00035"
"GO:0045948"	"positive regulation of translational ini..."	35	11	3.43	"0.00035"
"GO:0043487"	"regulation of RNA stability"	297	48	29.12	"0.00037"
"GO:0046651"	"lymphocyte proliferation"	227	39	22.25	"0.00037"
"GO:0034660"	"ncRNA metabolic process"	996	130	97.64	"0.00039"
"GO:0070918"	"regulatory ncRNA processing"	205	36	20.1	"0.00040"
"GO:0034502"	"protein localization to chromosome"	190	34	18.63	"0.00040"
"GO:0032943"	"mononuclear cell proliferation"	228	39	22.35	"0.00041"
"GO:0002761"	"regulation of myeloid leukocyte differen..."	132	26	12.94	"0.00042"
"GO:0042098"	"T cell proliferation"	176	32	17.25	"0.00044"
"GO:0017145"	"stem cell division"	276	45	27.06	"0.00046"
"GO:0070242"	"thymocyte apoptotic process"	36	11	3.53	"0.00046"
"GO:0050792"	"regulation of viral process"	317	50	31.08	"0.00050"
"GO:0045165"	"cell fate commitment"	976	127	95.68	"0.00051"
"GO:0006417"	"regulation of translation"	712	97	69.8	"0.00051"
"GO:0051251"	"positive regulation of lymphocyte activa..."	231	39	22.65	"0.00053"
"GO:0034728"	"nucleosome organization"	208	36	20.39	"0.00053"
"GO:0010160"	"formation of animal organ boundary"	73	17	7.16	"0.00056"
"GO:0033048"	"negative regulation of mitotic sister ch..."	73	17	7.16	"0.00056"
"GO:0045670"	"regulation of osteoclast differentiation"	73	17	7.16	"0.00056"
"GO:0048563"	"post-embryonic animal organ morphogenesi..."	732	99	71.76	"0.00058"
"GO:0009887"	"animal organ morphogenesis"	2544	296	249.4	"0.00058"
"GO:0032989"	"cellular component morphogenesis"	2299	270	225.38	"0.00060"
"GO:2001032"	"regulation of double-strand break repair..."	37	11	3.63	"0.00060"
"GO:0043687"	"post-translational protein modification"	2224	262	218.03	"0.00061"
"GO:0006366"	"transcription by RNA polymerase II"	2717	314	266.36	"0.00061"
"GO:0060966"	"regulation of gene silencing by regulato..."	121	24	11.86	"0.00061"
"GO:0043488"	"regulation of mRNA stability"	280	45	27.45	"0.00063"
"GO:2001251"	"negative regulation of chromosome organi..."	320	50	31.37	"0.00063"
"GO:0071897"	"DNA biosynthetic process"	369	56	36.17	"0.00064"
"GO:2000001"	"regulation of DNA damage checkpoint"	55	14	5.39	"0.00066"
"GO:0051338"	"regulation of transferase activity"	1491	183	146.17	"0.00066"
"GO:0000122"	"negative regulation of transcription by ..."	1056	135	103.52	"0.00071"
"GO:0003156"	"regulation of animal organ formation"	68	16	6.67	"0.00072"
"GO:0019220"	"regulation of phosphate metabolic proces..."	2364	276	231.75	"0.00074"
"GO:0051174"	"regulation of phosphorus metabolic proce..."	2365	276	231.85	"0.00076"
"GO:0044772"	"mitotic cell cycle phase transition"	961	124	94.21	"0.00082"
"GO:0043928"	"exonucleolytic catabolism of deadenylate..."	50	13	4.9	"0.00082"
"GO:0016570"	"histone modification"	784	104	76.86	"0.00083"
