"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:0051983"	"regulation of chromosome segregation"	307	75	26.28	"3.6e-17"
"GO:1901360"	"organic cyclic compound metabolic proces..."	8024	845	686.83	"3.8e-17"
"GO:1901989"	"positive regulation of cell cycle phase ..."	253	66	21.66	"8.5e-17"
"GO:0030261"	"chromosome condensation"	164	51	14.04	"1.1e-16"
"GO:0006996"	"organelle organization"	6171	678	528.22	"1.3e-16"
"GO:0008380"	"RNA splicing"	749	133	64.11	"1.9e-16"
"GO:0140013"	"meiotic nuclear division"	541	106	46.31	"2.8e-16"
"GO:0007051"	"spindle organization"	504	101	43.14	"3.1e-16"
"GO:1901987"	"regulation of cell cycle phase transitio..."	914	152	78.24	"4.8e-16"
"GO:0090068"	"positive regulation of cell cycle proces..."	571	109	48.88	"7.2e-16"
"GO:0019222"	"regulation of metabolic process"	7993	834	684.17	"1.4e-15"
"GO:0006259"	"DNA metabolic process"	1619	230	138.58	"1.7e-15"
"GO:0045931"	"positive regulation of mitotic cell cycl..."	386	83	33.04	"2.3e-15"
"GO:0010467"	"gene expression"	7015	747	600.46	"2.3e-15"
"GO:0032774"	"RNA biosynthetic process"	3744	444	320.47	"4.1e-15"
"GO:0051984"	"positive regulation of chromosome segreg..."	97	36	8.3	"7.3e-15"
"GO:0006351"	"DNA-templated transcription"	3643	433	311.83	"7.5e-15"
"GO:0051128"	"regulation of cellular component organiz..."	4242	489	363.1	"1.4e-14"
"GO:0051383"	"kinetochore organization"	49	25	4.19	"1.4e-14"
"GO:1902101"	"positive regulation of metaphase/anaphas..."	53	26	4.54	"1.4e-14"
"GO:0006338"	"chromatin remodeling"	894	145	76.52	"2.0e-14"
"GO:1903046"	"meiotic cell cycle process"	647	115	55.38	"2.2e-14"
"GO:1905820"	"positive regulation of chromosome separa..."	54	26	4.62	"2.6e-14"
"GO:0045787"	"positive regulation of cell cycle"	763	129	65.31	"2.7e-14"
"GO:1901992"	"positive regulation of mitotic cell cycl..."	198	53	16.95	"3.0e-14"
"GO:0033043"	"regulation of organelle organization"	2273	294	194.56	"3.1e-14"
"GO:0051783"	"regulation of nuclear division"	465	91	39.8	"4.2e-14"
"GO:0050794"	"regulation of cellular process"	11684	1133	1000.11	"8.5e-14"
"GO:0033045"	"regulation of sister chromatid segregati..."	249	60	21.31	"1.0e-13"
"GO:1901990"	"regulation of mitotic cell cycle phase t..."	719	122	61.54	"1.1e-13"
"GO:0006396"	"RNA processing"	1570	218	134.39	"1.2e-13"
"GO:0007088"	"regulation of mitotic nuclear division"	384	79	32.87	"1.4e-13"
"GO:0051781"	"positive regulation of cell division"	174	48	14.89	"1.4e-13"
"GO:0034641"	"cellular nitrogen compound metabolic pro..."	8447	861	723.03	"2.0e-13"
"GO:2001141"	"regulation of RNA biosynthetic process"	3541	416	303.1	"2.2e-13"
"GO:0071103"	"DNA conformation change"	456	88	39.03	"2.6e-13"
"GO:0051321"	"meiotic cell cycle"	745	124	63.77	"2.8e-13"
"GO:0006310"	"DNA recombination"	449	87	38.43	"2.8e-13"
"GO:0045842"	"positive regulation of mitotic metaphase..."	46	23	3.94	"2.9e-13"
"GO:0051304"	"chromosome separation"	229	56	19.6	"3.5e-13"
"GO:0051052"	"regulation of DNA metabolic process"	749	124	64.11	"4.1e-13"
"GO:1901970"	"positive regulation of mitotic sister ch..."	47	23	4.02	"5.1e-13"
"GO:0045934"	"negative regulation of nucleobase-contai..."	1897	250	162.38	"5.5e-13"
"GO:0010556"	"regulation of macromolecule biosynthetic..."	5684	613	486.53	"8.7e-13"
"GO:0007052"	"mitotic spindle organization"	340	71	29.1	"1.1e-12"
"GO:0051301"	"cell division"	1087	161	93.04	"1.8e-12"
"GO:0071840"	"cellular component organization or bioge..."	9666	959	827.37	"1.8e-12"
"GO:0006974"	"DNA damage response"	1297	184	111.02	"2.0e-12"
"GO:0016043"	"cellular component organization"	9340	931	799.47	"2.2e-12"
"GO:2001252"	"positive regulation of chromosome organi..."	431	82	36.89	"3.7e-12"
"GO:0016071"	"mRNA metabolic process"	1290	182	110.42	"4.4e-12"
"GO:0045786"	"negative regulation of cell cycle"	984	148	84.23	"4.7e-12"
"GO:0045132"	"meiotic chromosome segregation"	259	58	22.17	"6.9e-12"
"GO:0010948"	"negative regulation of cell cycle proces..."	713	116	61.03	"7.8e-12"
"GO:0006355"	"regulation of DNA-templated transcriptio..."	3443	398	294.71	"9.9e-12"
"GO:0000226"	"microtubule cytoskeleton organization"	1304	182	111.62	"1.1e-11"
"GO:0051302"	"regulation of cell division"	403	77	34.5	"1.4e-11"
"GO:0034654"	"nucleobase-containing compound biosynthe..."	4673	513	399.99	"1.5e-11"
"GO:0031326"	"regulation of cellular biosynthetic proc..."	5883	623	503.56	"1.9e-11"
"GO:0044784"	"metaphase/anaphase transition of cell cy..."	159	42	13.61	"2.2e-11"
"GO:0008608"	"attachment of spindle microtubules to ki..."	74	27	6.33	"2.7e-11"
"GO:1905818"	"regulation of chromosome separation"	154	41	13.18	"2.9e-11"
"GO:0051306"	"mitotic sister chromatid separation"	167	43	14.29	"3.2e-11"
"GO:1902099"	"regulation of metaphase/anaphase transit..."	136	38	11.64	"3.2e-11"
"GO:2001251"	"negative regulation of chromosome organi..."	320	65	27.39	"3.6e-11"
"GO:0010468"	"regulation of gene expression"	5338	571	456.91	"4.9e-11"
"GO:0045935"	"positive regulation of nucleobase-contai..."	2506	302	214.5	"7.9e-11"
"GO:0009889"	"regulation of biosynthetic process"	5976	626	511.52	"1.3e-10"
"GO:0033047"	"regulation of mitotic sister chromatid s..."	188	45	16.09	"1.6e-10"
"GO:0007098"	"centrosome cycle"	316	63	27.05	"1.6e-10"
"GO:0051173"	"positive regulation of nitrogen compound..."	4118	455	352.49	"1.7e-10"
"GO:0007091"	"metaphase/anaphase transition of mitotic..."	145	38	12.41	"2.5e-10"
"GO:0010965"	"regulation of mitotic sister chromatid s..."	145	38	12.41	"2.5e-10"
"GO:0050789"	"regulation of biological process"	12343	1165	1056.52	"3.6e-10"
"GO:0030071"	"regulation of mitotic metaphase/anaphase..."	128	35	10.96	"3.7e-10"
"GO:0062033"	"positive regulation of mitotic sister ch..."	61	23	5.22	"3.7e-10"
"GO:0006366"	"transcription by RNA polymerase II"	2717	319	232.57	"4.2e-10"
"GO:0051303"	"establishment of chromosome localization"	174	42	14.89	"4.8e-10"
"GO:0061983"	"meiosis II cell cycle process"	72	25	6.16	"5.0e-10"
"GO:0018130"	"heterocycle biosynthetic process"	4864	521	416.34	"5.5e-10"
"GO:0051225"	"spindle assembly"	290	58	24.82	"7.7e-10"
"GO:0031023"	"microtubule organizing center organizati..."	344	65	29.45	"8.7e-10"
"GO:0010604"	"positive regulation of macromolecule met..."	4485	484	383.9	"1.2e-09"
"GO:0050684"	"regulation of mRNA processing"	331	63	28.33	"1.2e-09"
"GO:0000086"	"G2/M transition of mitotic cell cycle"	386	70	33.04	"1.3e-09"
"GO:0044839"	"cell cycle G2/M phase transition"	410	73	35.09	"1.3e-09"
"GO:0051253"	"negative regulation of RNA metabolic pro..."	1644	209	140.72	"1.5e-09"
"GO:0040029"	"epigenetic regulation of gene expression"	587	94	50.25	"1.9e-09"
"GO:0050000"	"chromosome localization"	182	42	15.58	"2.1e-09"
"GO:0048523"	"negative regulation of cellular process"	6778	689	580.17	"2.3e-09"
"GO:0019438"	"aromatic compound biosynthetic process"	4880	518	417.71	"2.6e-09"
"GO:0006807"	"nitrogen compound metabolic process"	12637	1183	1081.68	"2.8e-09"
"GO:0006281"	"DNA repair"	866	125	74.13	"3.3e-09"
"GO:0061982"	"meiosis I cell cycle process"	324	61	27.73	"3.3e-09"
"GO:0051310"	"metaphase chromosome alignment"	152	37	13.01	"4.0e-09"
"GO:1902679"	"negative regulation of RNA biosynthetic ..."	1453	187	124.37	"4.9e-09"
"GO:0045892"	"negative regulation of DNA-templated tra..."	1417	182	121.29	"9.4e-09"
"GO:0051172"	"negative regulation of nitrogen compound..."	3141	352	268.86	"1.0e-08"
"GO:0044238"	"primary metabolic process"	13254	1228	1134.49	"1.3e-08"
"GO:0051785"	"positive regulation of nuclear division"	166	38	14.21	"1.5e-08"
"GO:0043484"	"regulation of RNA splicing"	315	58	26.96	"1.9e-08"
"GO:0016570"	"histone modification"	784	113	67.11	"2.1e-08"
"GO:1903311"	"regulation of mRNA metabolic process"	566	88	48.45	"2.6e-08"
"GO:0045840"	"positive regulation of mitotic nuclear d..."	136	33	11.64	"3.0e-08"
"GO:0051254"	"positive regulation of RNA metabolic pro..."	2221	260	190.11	"3.5e-08"
"GO:0031507"	"heterochromatin formation"	93	26	7.96	"4.0e-08"
"GO:0031445"	"regulation of heterochromatin formation"	59	20	5.05	"4.3e-08"
"GO:0120261"	"regulation of heterochromatin organizati..."	59	20	5.05	"4.3e-08"
"GO:0044249"	"cellular biosynthetic process"	9753	936	834.82	"4.9e-08"
"GO:0051169"	"nuclear transport"	724	105	61.97	"4.9e-08"
"GO:0000380"	"alternative mRNA splicing, via spliceoso..."	209	43	17.89	"5.0e-08"
"GO:0006302"	"double-strand break repair"	413	69	35.35	"5.1e-08"
"GO:0048024"	"regulation of mRNA splicing, via spliceo..."	247	48	21.14	"5.6e-08"
"GO:0006357"	"regulation of transcription by RNA polym..."	2562	292	219.3	"5.7e-08"
"GO:0031325"	"positive regulation of cellular metaboli..."	4746	496	406.24	"6.6e-08"
"GO:1902275"	"regulation of chromatin organization"	418	69	35.78	"8.3e-08"
"GO:0140694"	"non-membrane-bounded organelle assembly"	852	118	72.93	"9.4e-08"
"GO:0040027"	"negative regulation of vulval developmen..."	51	18	4.37	"9.9e-08"
"GO:0051129"	"negative regulation of cellular componen..."	1348	170	115.38	"1.1e-07"
"GO:2000060"	"positive regulation of ubiquitin-depende..."	207	42	17.72	"1.1e-07"
"GO:1901576"	"organic substance biosynthetic process"	9861	942	844.07	"1.2e-07"
"GO:0009790"	"embryo development"	3055	337	261.5	"1.3e-07"
"GO:0006913"	"nucleocytoplasmic transport"	720	103	61.63	"1.3e-07"
"GO:0009893"	"positive regulation of metabolic process"	4844	502	414.63	"1.6e-07"
"GO:0010639"	"negative regulation of organelle organiz..."	779	109	66.68	"1.8e-07"
"GO:0010032"	"meiotic chromosome condensation"	33	14	2.82	"1.8e-07"
"GO:0007135"	"meiosis II"	53	18	4.54	"1.9e-07"
"GO:0007017"	"microtubule-based process"	1747	209	149.54	"2.0e-07"
"GO:0022412"	"cellular process involved in reproductio..."	2116	245	181.12	"2.4e-07"
"GO:0048519"	"negative regulation of biological proces..."	7113	703	608.85	"2.4e-07"
"GO:0007143"	"female meiotic nuclear division"	141	32	12.07	"2.5e-07"
"GO:0032436"	"positive regulation of proteasomal ubiqu..."	191	39	16.35	"2.6e-07"
"GO:0000075"	"cell cycle checkpoint signaling"	439	70	37.58	"2.6e-07"
"GO:0007093"	"mitotic cell cycle checkpoint signaling"	323	56	27.65	"2.7e-07"
"GO:0009058"	"biosynthetic process"	9896	942	847.06	"2.7e-07"
"GO:0045814"	"negative regulation of gene expression, ..."	252	47	21.57	"2.8e-07"
"GO:1901362"	"organic cyclic compound biosynthetic pro..."	5198	532	444.93	"3.0e-07"
"GO:0000018"	"regulation of DNA recombination"	144	32	12.33	"4.2e-07"
"GO:0043414"	"macromolecule methylation"	479	74	41	"4.3e-07"
"GO:0031570"	"DNA integrity checkpoint signaling"	344	58	29.45	"4.3e-07"
"GO:0007076"	"mitotic chromosome condensation"	73	21	6.25	"4.7e-07"
"GO:0034968"	"histone lysine methylation"	188	38	16.09	"4.8e-07"
"GO:1901800"	"positive regulation of proteasomal prote..."	249	46	21.31	"4.9e-07"
"GO:0051382"	"kinetochore assembly"	22	11	1.88	"5.1e-07"
"GO:0070192"	"chromosome organization involved in meio..."	196	39	16.78	"5.2e-07"
"GO:0051053"	"negative regulation of DNA metabolic pro..."	289	51	24.74	"5.2e-07"
"GO:0016318"	"ommatidial rotation"	57	18	4.88	"6.7e-07"
"GO:0051640"	"organelle localization"	1367	168	117.01	"6.9e-07"
"GO:0019953"	"sexual reproduction"	3226	348	276.13	"7.3e-07"
"GO:0000003"	"reproduction"	4329	450	370.55	"7.5e-07"
"GO:0051054"	"positive regulation of DNA metabolic pro..."	401	64	34.32	"8.2e-07"
"GO:0051299"	"centrosome separation"	101	25	8.65	"9.2e-07"
"GO:0032467"	"positive regulation of cytokinesis"	82	22	7.02	"9.4e-07"
"GO:0045144"	"meiotic sister chromatid segregation"	42	15	3.6	"9.7e-07"
"GO:0046606"	"negative regulation of centrosome cycle"	37	14	3.17	"9.9e-07"
"GO:0000082"	"G1/S transition of mitotic cell cycle"	438	68	37.49	"1.0e-06"
"GO:0010605"	"negative regulation of macromolecule met..."	3765	397	322.27	"1.1e-06"
"GO:0007100"	"mitotic centrosome separation"	83	22	7.1	"1.2e-06"
"GO:1905268"	"negative regulation of chromatin organiz..."	144	31	12.33	"1.3e-06"
"GO:1903052"	"positive regulation of proteolysis invol..."	274	48	23.45	"1.4e-06"
"GO:1902680"	"positive regulation of RNA biosynthetic ..."	1998	229	171.02	"1.4e-06"
"GO:0016571"	"histone methylation"	235	43	20.12	"1.5e-06"
"GO:0065007"	"biological regulation"	13257	1213	1134.75	"1.7e-06"
"GO:0070507"	"regulation of microtubule cytoskeleton o..."	427	66	36.55	"1.8e-06"
"GO:0009892"	"negative regulation of metabolic process"	4069	423	348.29	"1.9e-06"
"GO:0031324"	"negative regulation of cellular metaboli..."	4026	419	344.61	"2.0e-06"
"GO:0051231"	"spindle elongation"	67	19	5.73	"2.1e-06"
"GO:1901988"	"negative regulation of cell cycle phase ..."	508	75	43.48	"2.1e-06"
"GO:0051988"	"regulation of attachment of spindle micr..."	34	13	2.91	"2.1e-06"
"GO:0040001"	"establishment of mitotic spindle localiz..."	184	36	15.75	"2.1e-06"
"GO:0045448"	"mitotic cell cycle, embryonic"	126	28	10.79	"2.2e-06"
"GO:0045930"	"negative regulation of mitotic cell cycl..."	509	75	43.57	"2.3e-06"
"GO:0010557"	"positive regulation of macromolecule bio..."	3082	331	263.81	"2.3e-06"
"GO:0044774"	"mitotic DNA integrity checkpoint signali..."	231	42	19.77	"2.3e-06"
"GO:0009792"	"embryo development ending in birth or eg..."	1920	220	164.34	"2.4e-06"
"GO:0048522"	"positive regulation of cellular process"	7200	702	616.29	"2.4e-06"
"GO:0035019"	"somatic stem cell population maintenance"	141	30	12.07	"2.5e-06"
"GO:0043933"	"protein-containing complex organization"	4374	450	374.4	"2.5e-06"
"GO:0006479"	"protein methylation"	296	50	25.34	"2.5e-06"
"GO:0008213"	"protein alkylation"	296	50	25.34	"2.5e-06"
"GO:0051653"	"spindle localization"	216	40	18.49	"2.5e-06"
"GO:0000022"	"mitotic spindle elongation"	56	17	4.79	"2.5e-06"
"GO:0022414"	"reproductive process"	4180	432	357.79	"2.7e-06"
"GO:0018022"	"peptidyl-lysine methylation"	209	39	17.89	"2.7e-06"
"GO:0070828"	"heterochromatin organization"	149	31	12.75	"2.8e-06"
"GO:0044843"	"cell cycle G1/S phase transition"	459	69	39.29	"2.8e-06"
"GO:0007127"	"meiosis I"	241	43	20.63	"3.0e-06"
"GO:0000724"	"double-strand break repair via homologou..."	257	45	22	"3.0e-06"
"GO:0000725"	"recombinational repair"	257	45	22	"3.0e-06"
"GO:0000132"	"establishment of mitotic spindle orienta..."	135	29	11.56	"3.0e-06"
"GO:0051305"	"chromosome movement towards spindle pole"	30	12	2.57	"3.0e-06"
"GO:0000910"	"cytokinesis"	469	70	40.14	"3.1e-06"
"GO:0031124"	"mRNA 3'-end processing"	210	39	17.98	"3.1e-06"
"GO:0044085"	"cellular component biogenesis"	5528	553	473.18	"3.4e-06"
"GO:0003006"	"developmental process involved in reprod..."	2975	319	254.65	"4.3e-06"
"GO:0051293"	"establishment of spindle localization"	214	39	18.32	"5.0e-06"
"GO:0000122"	"negative regulation of transcription by ..."	1056	132	90.39	"5.0e-06"
"GO:0006260"	"DNA replication"	521	75	44.6	"5.4e-06"
"GO:0035987"	"endodermal cell differentiation"	84	21	7.19	"5.7e-06"
"GO:0007307"	"eggshell chorion gene amplification"	42	14	3.6	"5.7e-06"
"GO:0034508"	"centromere complex assembly"	42	14	3.6	"5.7e-06"
"GO:0065004"	"protein-DNA complex assembly"	288	48	24.65	"5.8e-06"
"GO:0000381"	"regulation of alternative mRNA splicing,..."	193	36	16.52	"6.6e-06"
"GO:0045165"	"cell fate commitment"	976	123	83.54	"7.2e-06"
"GO:0043412"	"macromolecule modification"	5678	563	486.02	"8.0e-06"
"GO:0007276"	"gamete generation"	2614	283	223.75	"8.2e-06"
"GO:0006282"	"regulation of DNA repair"	203	37	17.38	"8.6e-06"
"GO:0007140"	"male meiotic nuclear division"	203	37	17.38	"8.6e-06"
"GO:0006266"	"DNA ligation"	49	15	4.19	"8.7e-06"
"GO:1902749"	"regulation of cell cycle G2/M phase tran..."	326	52	27.9	"8.8e-06"
"GO:0010558"	"negative regulation of macromolecule bio..."	2980	317	255.08	"9.2e-06"
"GO:0070925"	"organelle assembly"	1783	203	152.62	"9.3e-06"
"GO:0008156"	"negative regulation of DNA replication"	100	23	8.56	"9.3e-06"
"GO:0044271"	"cellular nitrogen compound biosynthetic ..."	5989	590	512.64	"9.4e-06"
"GO:0007221"	"positive regulation of transcription of ..."	44	14	3.77	"1.1e-05"
"GO:0035186"	"syncytial blastoderm mitotic cell cycle"	44	14	3.77	"1.1e-05"
"GO:0010389"	"regulation of G2/M transition of mitotic..."	303	49	25.94	"1.1e-05"
"GO:0045652"	"regulation of megakaryocyte differentiat..."	101	23	8.65	"1.1e-05"
"GO:0046605"	"regulation of centrosome cycle"	144	29	12.33	"1.1e-05"
"GO:0001556"	"oocyte maturation"	108	24	9.24	"1.1e-05"
"GO:0044773"	"mitotic DNA damage checkpoint signaling"	214	38	18.32	"1.2e-05"
"GO:0007110"	"meiosis I cytokinesis"	34	12	2.91	"1.4e-05"
"GO:0045893"	"positive regulation of DNA-templated tra..."	1887	212	161.52	"1.4e-05"
"GO:0006277"	"DNA amplification"	45	14	3.85	"1.4e-05"
"GO:0072331"	"signal transduction by p53 class mediato..."	367	56	31.41	"1.5e-05"
"GO:0006491"	"N-glycan processing"	46	14	3.94	"1.9e-05"
"GO:0044237"	"cellular metabolic process"	13822	1250	1183.11	"1.9e-05"
"GO:0001709"	"cell fate determination"	370	56	31.67	"2.0e-05"
"GO:0031327"	"negative regulation of cellular biosynth..."	3061	322	262.01	"2.0e-05"
"GO:0032259"	"methylation"	559	77	47.85	"2.0e-05"
"GO:0007548"	"sex differentiation"	757	98	64.8	"2.1e-05"
"GO:0090307"	"mitotic spindle assembly"	164	31	14.04	"2.1e-05"
"GO:0006261"	"DNA-templated DNA replication"	337	52	28.85	"2.2e-05"
"GO:0000077"	"DNA damage checkpoint signaling"	320	50	27.39	"2.3e-05"
"GO:0071704"	"organic substance metabolic process"	13881	1254	1188.16	"2.4e-05"
"GO:0000083"	"regulation of transcription involved in ..."	47	14	4.02	"2.5e-05"
"GO:0045732"	"positive regulation of protein catabolic..."	435	63	37.23	"2.5e-05"
"GO:0051294"	"establishment of spindle orientation"	166	31	14.21	"2.7e-05"
"GO:0009890"	"negative regulation of biosynthetic proc..."	3095	324	264.92	"2.8e-05"
"GO:0061064"	"negative regulation of nematode larval d..."	79	19	6.76	"2.8e-05"
"GO:0080135"	"regulation of cellular response to stres..."	1254	148	107.34	"2.9e-05"
"GO:0051101"	"regulation of DNA binding"	198	35	16.95	"2.9e-05"
"GO:0051103"	"DNA ligation involved in DNA repair"	31	11	2.65	"3.0e-05"
"GO:0048518"	"positive regulation of biological proces..."	7689	734	658.15	"3.0e-05"
"GO:0033206"	"meiotic cytokinesis"	129	26	11.04	"3.1e-05"
"GO:0031328"	"positive regulation of cellular biosynth..."	3241	337	277.42	"3.2e-05"
"GO:0090306"	"meiotic spindle assembly"	48	14	4.11	"3.2e-05"
"GO:0036211"	"protein modification process"	5382	531	460.68	"3.2e-05"
"GO:0045944"	"positive regulation of transcription by ..."	1481	170	126.77	"3.4e-05"
"GO:0033554"	"cellular response to stress"	3398	351	290.86	"3.6e-05"
"GO:0007010"	"cytoskeleton organization"	2336	252	199.95	"3.7e-05"
"GO:0042770"	"signal transduction in response to DNA d..."	396	58	33.9	"3.7e-05"
"GO:0051307"	"meiotic chromosome separation"	61	16	5.22	"3.8e-05"
"GO:0032434"	"regulation of proteasomal ubiquitin-depe..."	258	42	22.08	"3.8e-05"
"GO:0007281"	"germ cell development"	1796	200	153.73	"4.3e-05"
"GO:0061640"	"cytoskeleton-dependent cytokinesis"	372	55	31.84	"4.5e-05"
"GO:0097711"	"ciliary basal body-plasma membrane docki..."	178	32	15.24	"4.5e-05"
"GO:0009891"	"positive regulation of biosynthetic proc..."	3266	338	279.56	"4.6e-05"
"GO:0051246"	"regulation of protein metabolic process"	3999	405	342.3	"4.7e-05"
"GO:0001706"	"endoderm formation"	96	21	8.22	"5.0e-05"
"GO:0032465"	"regulation of cytokinesis"	179	32	15.32	"5.0e-05"
"GO:0090224"	"regulation of spindle organization"	118	24	10.1	"5.3e-05"
"GO:0035561"	"regulation of chromatin binding"	76	18	6.51	"5.6e-05"
"GO:0007077"	"mitotic nuclear membrane disassembly"	33	11	2.82	"5.7e-05"
"GO:0040028"	"regulation of vulval development"	157	29	13.44	"6.1e-05"
"GO:0021915"	"neural tube development"	385	56	32.95	"6.1e-05"
"GO:0051298"	"centrosome duplication"	165	30	14.12	"6.2e-05"
"GO:0048863"	"stem cell differentiation"	485	67	41.51	"6.2e-05"
"GO:0051247"	"positive regulation of protein metabolic..."	2418	258	206.97	"6.2e-05"
"GO:0000912"	"assembly of actomyosin apparatus involve..."	57	15	4.88	"6.3e-05"
"GO:0006369"	"termination of RNA polymerase II transcr..."	39	12	3.34	"6.5e-05"
"GO:0008406"	"gonad development"	551	74	47.16	"6.7e-05"
"GO:0034502"	"protein localization to chromosome"	190	33	16.26	"7.0e-05"
"GO:0045137"	"development of primary sexual characteri..."	553	74	47.33	"7.5e-05"
"GO:0090090"	"negative regulation of canonical Wnt sig..."	232	38	19.86	"7.7e-05"
"GO:0032502"	"developmental process"	9849	915	843.04	"7.7e-05"
"GO:0051443"	"positive regulation of ubiquitin-protein..."	58	15	4.96	"7.9e-05"
"GO:0010628"	"positive regulation of gene expression"	2847	297	243.69	"8.5e-05"
"GO:0032886"	"regulation of microtubule-based process"	490	67	41.94	"8.5e-05"
"GO:2000058"	"regulation of ubiquitin-dependent protei..."	293	45	25.08	"8.7e-05"
"GO:0010638"	"positive regulation of organelle organiz..."	1082	128	92.62	"9.2e-05"
"GO:0022607"	"cellular component assembly"	5086	500	435.34	"9.4e-05"
"GO:0010629"	"negative regulation of gene expression"	2787	291	238.56	"9.6e-05"
"GO:0016233"	"telomere capping"	86	19	7.36	"9.7e-05"
"GO:0006275"	"regulation of DNA replication"	227	37	19.43	"0.00010"
"GO:0000915"	"actomyosin contractile ring assembly"	53	14	4.54	"0.00011"
"GO:0033301"	"cell cycle comprising mitosis without cy..."	53	14	4.54	"0.00011"
"GO:0007389"	"pattern specification process"	1658	184	141.92	"0.00011"
"GO:0044703"	"multi-organism reproductive process"	3041	314	260.3	"0.00011"
"GO:2000779"	"regulation of double-strand break repair"	116	23	9.93	"0.00011"
"GO:0000212"	"meiotic spindle organization"	94	20	8.05	"0.00011"
"GO:0071459"	"protein localization to chromosome, cent..."	80	18	6.85	"0.00011"
"GO:0051168"	"nuclear export"	414	58	35.44	"0.00013"
"GO:0032204"	"regulation of telomere maintenance"	180	31	15.41	"0.00013"
"GO:0048581"	"negative regulation of post-embryonic de..."	88	19	7.53	"0.00013"
"GO:0051656"	"establishment of organelle localization"	1053	124	90.13	"0.00014"
"GO:0051338"	"regulation of transferase activity"	1491	167	127.62	"0.00014"
"GO:0019827"	"stem cell population maintenance"	434	60	37.15	"0.00014"
"GO:0006406"	"mRNA export from nucleus"	239	38	20.46	"0.00015"
"GO:0050793"	"regulation of developmental process"	4183	417	358.05	"0.00015"
"GO:0051170"	"import into nucleus"	371	53	31.76	"0.00015"
"GO:0060284"	"regulation of cell development"	2249	239	192.51	"0.00016"
"GO:0044837"	"actomyosin contractile ring organization"	82	18	7.02	"0.00016"
"GO:2000026"	"regulation of multicellular organismal d..."	3429	348	293.51	"0.00017"
"GO:0007292"	"female gamete generation"	1569	174	134.3	"0.00017"
"GO:0140718"	"facultative heterochromatin formation"	49	13	4.19	"0.00018"
"GO:0009994"	"oocyte differentiation"	521	69	44.6	"0.00018"
