"go"	"cluster"	"parent"	"score"	"size"	"term"	"parentTerm"	"termUniqueness"	"termUniquenessWithinCluster"	"termDispensability"
"GO:0045732"	30	"GO:0045732"	4.60205999132796	210	"positive regulation of protein catabolic process"	"positive regulation of protein catabolic process"	0.840502386634845	0.274857142857143	0
"GO:0080135"	31	"GO:0080135"	4.53760200210104	655	"regulation of cellular response to stress"	"regulation of cellular response to stress"	0.897889021479714	0.4906	0
"GO:0051101"	32	"GO:0051101"	4.53760200210104	85	"regulation of DNA binding"	"regulation of DNA binding"	0.950369928400955	0.384136363636364	0
"GO:0097711"	33	"GO:0097711"	4.34678748622466	2	"ciliary basal body-plasma membrane docking"	"ciliary basal body-plasma membrane docking"	0.90909307875895	0.475	0
"GO:0007077"	34	"GO:0007077"	4.24412514432751	7	"mitotic nuclear membrane disassembly"	"mitotic nuclear membrane disassembly"	0.874073985680191	0.350333333333333	0
"GO:0034502"	35	"GO:0034502"	4.15490195998574	119	"protein localization to chromosome"	"protein localization to chromosome"	0.960819809069212	0.348142857142857	0
"GO:0032502"	37	"GO:0032502"	4.11350927482752	6549	"developmental process"	"developmental process"	0.923943914081145	0.474466666666667	0
"GO:0090090"	36	"GO:0090090"	4.11350927482752	140	"negative regulation of canonical Wnt signaling pathway"	"negative regulation of canonical Wnt signaling pathway"	0.890165871121718	0.245	0
"GO:0007389"	38	"GO:0007389"	3.95860731484178	475	"pattern specification process"	"pattern specification process"	0.927284009546539	0.267142857142857	0
"GO:0050793"	40	"GO:0050793"	3.82390874094432	2562	"regulation of developmental process"	"regulation of developmental process"	0.869731503579952	0.32628	0
"GO:0006406"	39	"GO:0006406"	3.82390874094432	70	"mRNA export from nucleus"	"mRNA export from nucleus"	0.88886754176611	0.309125	0
"GO:0016310"	41	"GO:0016310"	3.72124639904717	1588	"phosphorylation"	"phosphorylation"	0.905578758949881	0.279384615384615	0
"GO:0001841"	42	"GO:0001841"	3.69897000433602	104	"neural tube formation"	"neural tube formation"	0.909799522673031	0.269384615384615	0
"GO:0008361"	43	"GO:0008361"	3.65757731917779	187	"regulation of cell size"	"regulation of cell size"	0.903609785202864	0.3618	0
"GO:0040010"	44	"GO:0040010"	3.38721614328026	2	"positive regulation of growth rate"	"positive regulation of growth rate"	0.95054415274463	0.437285714285714	0
"GO:0030218"	45	"GO:0030218"	3.26760624017703	131	"erythrocyte differentiation"	"erythrocyte differentiation"	0.915311455847255	0.215166666666667	0
"GO:0021872"	46	"GO:0021872"	3.14874165128092	53	"forebrain generation of neurons"	"forebrain generation of neurons"	0.914307875894988	0.438777777777778	0
"GO:2000177"	47	"GO:2000177"	2.86966623150499	100	"regulation of neural precursor cell proliferation"	"regulation of neural precursor cell proliferation"	0.936529832935561	0.46435	0
"GO:0048565"	48	"GO:0048565"	2.86012091359876	134	"digestive tract development"	"digestive tract development"	0.930590692124105	0.359333333333333	0
"GO:1904888"	49	"GO:1904888"	2.77989191195995	72	"cranial skeletal system development"	"cranial skeletal system development"	0.95086276849642	0.5175	0
"GO:0090162"	50	"GO:0090162"	2.76955107862173	34	"establishment of epithelial cell polarity"	"establishment of epithelial cell polarity"	0.987534606205251	0.5545	0
"GO:0051642"	51	"GO:0051642"	2.71669877129645	32	"centrosome localization"	"centrosome localization"	0.973883054892601	0.5	0
"GO:0070301"	52	"GO:0070301"	2.6252516539899	67	"cellular response to hydrogen peroxide"	"cellular response to hydrogen peroxide"	0.955177804295943	0.598	0
"GO:0006111"	53	"GO:0006111"	2.51427857351842	53	"regulation of gluconeogenesis"	"regulation of gluconeogenesis"	0.89154892601432	0.2454	0
"GO:0001736"	54	"GO:0001736"	2.3840499483436	70	"establishment of planar polarity"	"establishment of planar polarity"	0.93472553699284	0.533	0
"GO:0006101"	55	"GO:0006101"	2.2839966563652	5	"citrate metabolic process"	"citrate metabolic process"	0.941021479713604	0.529	0
"GO:0048634"	56	"GO:0048634"	2.22767829327708	23	"regulation of muscle organ development"	"regulation of muscle organ development"	0.903788782816229	0.219888888888889	0
"GO:0035051"	57	"GO:0035051"	2.17457388223218	165	"cardiocyte differentiation"	"cardiocyte differentiation"	0.912292362768496	0.5365	0
"GO:0006972"	58	"GO:0006972"	2.14691047014813	27	"hyperosmotic response"	"hyperosmotic response"	0.974608591885442	0.583	0
"GO:0009987"	59	"GO:0009987"	2.07314329105031	17593	"cellular process"	"cellular process"	0.977704057279236	1	0
"GO:0006099"	60	"GO:0006099"	2.03905380426617	33	"tricarboxylic acid cycle"	"tricarboxylic acid cycle"	0.938535799522673	1	0
"GO:0045217"	61	"GO:0045217"	2.0301183562535	17	"cell-cell junction maintenance"	"cell-cell junction maintenance"	0.943718377088306	0.748	0
"GO:0030513"	62	"GO:0030513"	1.83505262737816	42	"positive regulation of BMP signaling pathway"	"positive regulation of BMP signaling pathway"	0.903473747016706	0.52175	0
"GO:0034446"	63	"GO:0034446"	1.67080558491155	100	"substrate adhesion-dependent cell spreading"	"substrate adhesion-dependent cell spreading"	0.98967661097852	1	0
"GO:0008543"	64	"GO:0008543"	1.56928011213672	86	"fibroblast growth factor receptor signaling pathway"	"fibroblast growth factor receptor signaling pathway"	0.921184964200477	0.511	0
"GO:0010501"	65	"GO:0010501"	1.48412615628832	9	"RNA secondary structure unwinding"	"RNA secondary structure unwinding"	0.921887828162291	1	0
"GO:0031503"	66	"GO:0031503"	1.43806423668622	188	"protein-containing complex localization"	"protein-containing complex localization"	0.98127446300716	1	0
"GO:0008355"	67	"GO:0008355"	1.36622865391744	2	"olfactory learning"	"olfactory learning"	0.962215990453461	1	0
"GO:0071577"	68	"GO:0071577"	1.34237056861105	27	"zinc ion transmembrane transport"	"zinc ion transmembrane transport"	0.972601431980907	1	0
"GO:0006890"	69	"GO:0006890"	1.33752549624969	52	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	0.97273508353222	1	0
